Iteración,Turbinas agregadas,Energia producida [MW],Tiempo de cálculo [s],Ruido receptor 1 [dB],Ruido receptor 2 [dB],Ruido receptor 3 [dB],Ruido receptor 4 [dB],Ruido receptor 5 [dB],Ruido receptor 6 [dB],Ruido receptor 7 [dB]
746,49,88490.8,6.9580129,33.59,34.12,39.01,38.77,30.57,20.39,20.07
747,49,88490.79999999999,7.5781957,33.52,33.91,38.45,38.7,30.63,20.43,20.12
748,49,88490.79999999999,7.0119457,33.59,34.12,39.01,38.77,30.56,20.4,20.09
749,49,88490.8,9.4386413,33.68,34.38,39.15,38.56,30.62,20.41,20.1
750,49,88490.8,6.9826934,33.71,34.6,39.16,38.71,30.54,20.38,20.07
751,49,88490.79999999999,7.4288735,33.71,34.56,39.09,38.81,30.51,20.36,20.05
752,49,88490.8,7.7300384,33.71,34.83,39.0,38.58,30.45,20.35,20.05
753,49,88490.8,7.3184999,33.78,35.09,39.11,38.74,30.59,20.37,20.06
754,49,88490.8,7.3517139,33.56,34.82,39.38,38.62,30.6,20.39,20.08
755,49,88490.8,7.2136766,33.51,34.57,38.75,38.58,30.42,20.35,20.05
756,49,88490.8,7.1342904,33.71,34.84,39.0,38.39,30.6,20.38,20.08
757,49,88490.8,6.9315214,33.53,34.58,39.37,38.37,30.61,20.39,20.08
758,49,88490.8,6.9959279,33.72,34.85,39.0,38.25,30.48,20.35,20.05
759,49,88490.8,7.061184,33.64,34.63,38.44,38.31,30.47,20.35,20.05
760,49,88490.79999999999,6.9989939,33.76,34.85,39.18,38.23,30.53,20.37,20.07
761,49,88490.79999999999,6.8095279,33.63,34.62,38.44,38.31,30.47,20.35,20.05
762,49,88490.8,6.7382339,33.74,34.83,39.03,38.35,30.54,20.37,20.07
763,49,88490.8,6.7097571,33.61,34.6,39.5,38.36,30.6,20.39,20.08
764,49,88490.80000000002,6.9311841,33.49,34.38,38.76,38.5,30.61,20.39,20.09
765,49,88490.8,6.8543308,33.72,34.6,39.09,38.5,30.41,20.34,20.04
766,49,88490.8,6.6619641,33.64,34.39,38.55,38.42,30.61,20.4,20.09
767,49,88490.8,6.7308664,33.69,34.35,39.09,38.4,30.45,20.36,20.06
768,49,88490.79999999999,7.100855,33.51,34.13,39.46,38.35,30.54,20.39,20.09
769,49,88490.79999999999,6.8242174,33.44,33.91,38.83,38.57,30.52,20.39,20.09
770,49,88490.8,6.7327044,33.61,34.06,39.04,38.46,30.54,20.4,20.09
771,49,88490.8,7.0892009,33.66,34.34,39.07,38.39,30.38,20.34,20.05
772,49,88490.8,6.7804097,33.54,34.13,39.56,38.37,30.53,20.39,20.08
773,49,88490.8,6.7621161,33.41,33.9,38.72,38.48,30.56,20.4,20.1
774,49,88490.79999999999,6.74623,33.59,34.13,38.96,38.51,30.59,20.38,20.07
775,49,88490.8,6.7661294,33.4,33.9,39.33,38.45,30.62,20.42,20.11
776,49,88490.8,7.1970401,33.31,33.73,38.57,38.42,30.63,20.42,20.12
777,49,88490.8,6.8162064,33.34,33.56,39.28,38.54,30.49,20.39,20.09
778,49,88490.80000000002,6.7527466,33.52,33.86,38.9,38.46,30.53,20.39,20.09
779,49,88490.8,7.343784,33.57,34.05,38.93,38.5,30.59,20.38,20.07
780,49,88490.8,6.7566118,33.48,33.85,38.34,38.46,30.62,20.41,20.1
781,49,88490.8,6.8992238,33.39,34.06,38.69,38.32,30.54,20.38,20.08
782,49,88490.8,7.1651574,33.64,34.26,39.05,38.33,30.44,20.35,20.06
783,49,88490.79999999999,6.7856366,33.58,34.08,38.51,38.32,30.42,20.37,20.08
784,49,88490.8,6.8521652,33.51,34.27,38.87,38.32,30.5,20.37,20.07
785,49,88490.8,6.7551973,33.69,34.48,39.08,38.39,30.61,20.4,20.09
786,49,88490.8,7.8798525,33.58,34.28,38.42,38.37,30.61,20.4,20.1
787,49,88490.79999999999,8.2208175,33.69,34.4,39.08,38.43,30.54,20.37,20.06
788,49,88490.79999999999,6.8387766,33.71,34.63,39.09,38.52,30.52,20.37,20.07
789,49,88490.8,7.1905852,33.56,34.39,39.56,38.58,30.61,20.4,20.09
790,49,88490.79999999999,6.850697,33.43,34.18,38.72,38.57,30.62,20.41,20.09
791,49,88490.79999999999,6.6777244,33.63,34.39,38.97,38.58,30.55,20.39,20.09
792,49,88490.8,6.7896298,33.7,34.63,39.07,38.6,30.59,20.38,20.07
793,49,88490.8,6.8190407,33.57,34.86,39.39,38.72,30.54,20.37,20.07
794,49,88490.80000000002,6.8359678,33.47,34.6,38.65,38.68,30.53,20.38,20.07
795,49,88490.8,7.1089962,33.5,34.38,39.37,38.62,30.61,20.4,20.09
796,49,88490.8,6.7837905,33.39,34.14,38.62,38.53,30.62,20.41,20.1
797,49,88490.79999999999,6.8476877,33.63,34.39,38.97,38.39,30.54,20.39,20.09
798,49,88490.8,7.0046068,33.44,34.15,39.35,38.44,30.62,20.41,20.1
799,49,88490.8,6.7764222,33.39,33.97,38.7,38.39,30.63,20.42,20.11
800,49,88490.8,6.7107091,33.59,34.12,38.95,38.41,30.5,20.37,20.07
801,49,88490.80000000002,7.0823941,33.63,34.41,38.97,38.27,30.5,20.36,20.06
802,49,88490.79999999999,6.8059751,33.53,34.2,38.3,38.32,30.61,20.4,20.09
803,49,88490.79999999999,6.7316357,33.64,34.41,38.97,38.28,30.5,20.36,20.06
804,49,88490.8,6.9041381,33.46,34.17,39.36,38.33,30.61,20.4,20.1
805,49,88490.8,6.8293563,33.35,33.97,38.6,38.4,30.63,20.42,20.11
806,49,88490.79999999999,6.6732523,33.59,34.18,38.95,38.34,30.43,20.36,20.07
807,49,88490.8,6.8460927,33.48,33.99,38.27,38.54,30.63,20.42,20.11
808,49,88490.8,6.7424139,33.64,34.19,39.05,38.35,30.54,20.39,20.08
809,49,88490.8,6.8305064,33.41,33.96,39.33,38.69,30.49,20.38,20.08
810,49,88490.8,6.7363626,33.32,33.77,38.58,38.6,30.56,20.4,20.08
811,49,88490.79999999999,6.7298439,33.36,33.69,39.28,38.43,30.62,20.41,20.11
812,49,88490.8,7.074884,33.4,33.89,39.31,38.35,30.54,20.39,20.08
813,49,88490.80000000002,6.9023892,33.35,33.73,38.65,38.42,30.63,20.42,20.11
814,49,88490.8,6.7996809,33.53,33.85,38.9,38.37,30.49,20.37,20.07
815,49,88490.79999999999,7.0572729,33.58,34.05,38.93,38.29,30.53,20.39,20.09
816,49,88490.79999999999,6.8194398,33.39,33.83,39.31,38.38,30.56,20.4,20.1
817,49,88490.79999999999,6.674602,33.3,33.66,38.55,38.54,30.61,20.41,20.1
818,49,88490.8,6.9550578,33.56,33.81,38.97,38.48,30.48,20.39,20.09
819,49,88490.79999999999,6.6819972,33.61,34.04,39.01,38.48,30.61,20.4,20.08
820,49,88490.79999999999,6.7999201,33.49,33.79,39.52,38.47,30.55,20.4,20.1
821,49,88490.79999999999,6.7888921,33.35,33.59,38.67,38.56,30.64,20.43,20.12
822,49,88490.8,6.7532138,33.31,33.34,39.27,38.64,30.64,20.43,20.12
823,49,88490.80000000002,6.8961702,33.26,33.25,38.59,38.65,30.65,20.45,20.14
824,49,88490.8,6.7232105,33.48,33.47,38.87,38.58,30.63,20.43,20.11
825,49,88490.8,6.6668751,33.51,33.68,38.9,38.67,30.62,20.41,20.09
826,49,88490.8,7.1508398,33.32,33.44,39.27,38.61,30.64,20.43,20.12
827,49,88490.8,6.856136,33.23,33.25,38.5,38.65,30.65,20.44,20.14
828,49,88490.8,7.2034528,33.31,33.17,39.32,38.66,30.57,20.42,20.11
829,49,88490.8,7.8521343,33.29,33.4,38.62,38.71,30.64,20.43,20.12
830,49,88490.79999999999,6.8964694,33.56,33.57,39.08,38.79,30.56,20.39,20.07
831,49,88490.79999999999,7.1117759,33.57,33.84,39.01,38.85,30.48,20.38,20.08
832,49,88490.8,6.8687213,33.44,33.67,38.24,39.09,30.63,20.42,20.11
833,49,88490.79999999999,6.9333878,33.36,33.87,38.61,38.96,30.56,20.4,20.1
834,49,88490.79999999999,6.8230279,33.45,34.05,39.36,38.76,30.61,20.4,20.08
835,49,88490.79999999999,6.7655256,33.35,33.84,38.61,38.74,30.63,20.41,20.11
836,49,88490.80000000002,6.7665481,33.59,34.01,38.96,38.83,30.59,20.39,20.07
837,49,88490.79999999999,6.7943969,33.65,34.29,38.99,38.61,30.47,20.35,20.03
838,49,88490.8,6.8217806,33.57,34.47,39.48,38.75,30.51,20.36,20.05
839,49,88490.8,7.1703146,33.43,34.23,38.65,38.68,30.61,20.4,20.09
840,49,88490.8,6.7237192,33.67,34.48,38.99,38.75,30.46,20.36,20.06
841,49,88490.80000000002,6.8980026,33.68,34.77,38.48,38.58,30.6,20.38,20.06
842,49,88490.8,6.6505323,33.74,35.0,39.01,38.65,30.52,20.36,20.06
843,49,88490.8,6.8288337,33.78,35.27,39.02,38.84,30.59,20.37,20.06
844,49,88490.8,6.6612297,33.72,34.97,38.99,38.74,30.53,20.36,20.06
845,49,88490.8,6.8418658,33.54,34.73,39.36,38.65,30.52,20.37,20.06
846,49,88490.79999999999,6.676753,33.72,34.99,38.99,38.75,30.53,20.36,20.06
847,49,88490.8,6.8310726,33.53,34.7,39.36,38.67,30.61,20.39,20.08
848,49,88490.79999999999,6.684548,33.43,34.45,38.61,38.6,30.62,20.4,20.09
849,49,88490.79999999999,6.7534804,33.67,34.72,38.96,38.68,30.49,20.36,20.05
850,49,88490.8,6.6673802,33.5,34.43,39.35,38.62,30.45,20.36,20.06
851,49,88490.79999999999,6.5993032,33.44,34.23,38.7,38.54,30.62,20.41,20.1
852,49,88490.80000000002,6.6483773,33.5,34.01,39.48,38.52,30.54,20.4,20.09
853,49,88490.8,6.8097893,33.39,33.82,38.73,38.54,30.56,20.4,20.1
854,49,88490.8,6.8358418,33.58,34.04,38.98,38.59,30.48,20.38,20.08
855,49,88490.79999999999,6.5684747,33.42,33.8,39.39,38.6,30.55,20.4,20.1
856,49,88490.8,6.8707843,33.29,33.59,38.54,38.67,30.64,20.43,20.12
857,49,88490.8,6.7437377,33.52,33.63,38.9,38.65,30.63,20.42,20.11
858,49,88490.79999999999,6.6928596,33.43,33.79,39.38,38.76,30.55,20.39,20.08
859,49,88490.79999999999,7.1745701,33.33,33.59,38.62,38.73,30.61,20.41,20.1
860,49,88490.79999999999,6.8208482,33.57,33.8,38.98,38.77,30.57,20.4,20.1
861,49,88490.79999999999,6.7505008,33.61,34.01,39.01,38.88,30.62,20.41,20.1
862,49,88490.8,7.0531138,33.66,34.26,39.05,38.66,30.51,20.38,20.07
863,49,88490.8,6.9741425,33.74,34.45,39.19,38.79,30.56,20.38,20.06
864,49,88490.79999999999,6.9509777,33.56,34.18,39.54,38.69,30.61,20.4,20.09
865,49,88490.8,6.8953106,33.46,33.97,38.82,38.63,30.63,20.41,20.11
866,49,88490.79999999999,6.7238629,33.46,33.75,39.47,38.56,30.63,20.42,20.12
867,49,88490.8,6.750955,33.36,33.56,38.72,38.63,30.63,20.42,20.11
868,49,88490.79999999999,6.9443635,33.56,33.77,38.97,38.55,30.51,20.38,20.07
869,49,88490.79999999999,6.7637027,33.34,33.56,39.26,38.53,30.63,20.42,20.12
870,49,88490.8,6.7276086,33.28,33.36,38.6,38.66,30.64,20.43,20.12
871,49,88490.8,6.6911174,33.53,33.58,38.97,38.69,30.62,20.42,20.11
872,49,88490.79999999999,6.60174,33.54,33.8,38.91,38.76,30.54,20.39,20.08
873,49,88490.8,6.8626328,33.35,33.55,39.28,38.68,30.63,20.43,20.12
874,49,88490.8,6.9126413,33.25,33.39,38.51,38.64,30.64,20.44,20.13
875,49,88490.8,6.7576596,33.18,33.46,37.89,38.67,30.51,20.4,20.09
876,49,88490.79999999999,6.8134362,33.42,33.67,38.21,38.71,30.57,20.4,20.09
877,49,88490.79999999999,6.8783717,33.39,33.88,38.69,38.76,30.6,20.4,20.08
878,49,88490.8,6.5971051,33.24,33.72,37.95,38.7,30.63,20.42,20.11
879,49,88490.8,6.7186626,33.47,33.9,38.25,38.75,30.52,20.38,20.08
880,49,88490.79999999999,6.8121938,33.58,34.04,38.94,38.82,30.61,20.4,20.09
881,49,88490.8,6.7726877,33.61,34.2,38.96,38.61,30.54,20.38,20.07
882,49,88490.8,6.7797358,33.51,34.37,39.38,38.76,30.53,20.38,20.08
883,49,88490.79999999999,6.8780593,33.46,34.18,38.75,38.69,30.47,20.37,20.07
884,49,88490.79999999999,6.6281031,33.21,33.93,38.84,38.81,30.5,20.37,20.06
885,49,88490.79999999999,6.7347101,33.51,34.23,38.79,38.88,30.61,20.4,20.09
886,49,88490.8,6.8354756,33.77,34.5,39.21,38.66,30.59,20.37,20.06
887,49,88490.8,6.7953057,33.77,34.72,39.11,38.5,30.45,20.35,20.05
888,49,88490.8,6.6329724,33.72,34.47,39.09,38.51,30.6,20.39,20.08
889,49,88490.79999999999,6.7254488,33.56,34.25,39.46,38.71,30.48,20.35,20.05
890,49,88490.8,6.7977464,33.5,34.08,38.84,38.52,30.57,20.38,20.08
891,49,88490.8,6.7404784,33.73,34.22,39.18,38.37,30.52,20.37,20.07
892,49,88490.79999999999,6.8519044,33.47,33.98,39.41,38.34,30.62,20.41,20.1
893,49,88490.8,6.7295532,33.34,33.8,38.56,38.41,30.55,20.39,20.09
894,49,88490.8,6.8981314,33.29,33.62,38.08,38.59,30.57,20.41,20.11
895,49,88490.8,6.8317624,33.5,33.84,38.29,38.3,30.6,20.4,20.09
896,49,88490.8,6.7109022,33.65,34.01,39.07,38.36,30.45,20.36,20.06
897,49,88490.8,6.6499426,33.67,34.21,39.01,38.23,30.59,20.38,20.08
898,49,88490.8,6.6663452,33.48,33.99,39.37,38.37,30.61,20.4,20.08
899,49,88490.79999999999,6.8096167,33.37,33.81,38.61,38.32,30.62,20.41,20.11
900,49,88490.79999999999,6.8716014,33.64,33.97,39.06,38.33,30.43,20.36,20.07
901,49,88490.8,6.7547303,33.42,33.71,39.34,38.42,30.63,20.42,20.11
902,49,88490.79999999999,7.3568888,33.39,33.56,38.73,38.57,30.57,20.42,20.11
903,49,88490.8,6.8256343,33.61,33.78,39.05,38.4,30.5,20.39,20.09
904,49,88490.8,6.7595789,33.61,33.94,38.97,38.32,30.54,20.39,20.08
905,49,88490.8,6.7991119,33.42,33.74,39.35,38.44,30.5,20.38,20.08
906,49,88490.8,6.8025826,33.64,33.99,39.06,38.46,30.51,20.37,20.06
907,49,88490.79999999999,6.9070935,33.45,33.74,39.37,38.63,30.54,20.39,20.09
908,49,88490.8,6.7020917,33.61,33.98,38.97,38.68,30.4,20.35,20.06
909,49,88490.8,6.6369215,33.44,33.73,39.36,38.6,30.56,20.4,20.1
910,49,88490.79999999999,6.6678096,33.33,33.54,38.6,38.54,30.63,20.43,20.12
911,49,88490.79999999999,6.6716879,33.6,33.76,39.05,38.64,30.54,20.39,20.08
912,49,88490.8,6.6153073,33.68,34.0,39.18,38.43,30.62,20.4,20.09
913,49,88490.79999999999,6.7503382,33.51,33.74,39.55,38.52,30.63,20.42,20.11
914,49,88490.8,6.7062753,33.39,33.95,39.88,38.49,30.49,20.37,20.06
915,49,88490.8,6.824525,33.25,33.73,38.97,38.54,30.63,20.42,20.11
916,49,88490.79999999999,6.6638981,33.19,33.55,38.4,38.51,30.58,20.42,20.12
917,49,88490.8,6.7118832,33.51,33.79,38.31,38.55,30.56,20.38,20.07
918,49,88490.79999999999,6.8179676,33.62,33.99,38.98,38.36,30.54,20.38,20.08
919,49,88490.79999999999,6.8744894,33.7,34.22,39.09,38.2,30.57,20.37,20.06
920,49,88490.79999999999,6.8554542,33.63,34.06,38.57,38.38,30.54,20.38,20.08
921,49,88490.8,6.7241132,33.7,34.27,39.09,38.22,30.6,20.39,20.08
922,49,88490.8,6.7495313,33.59,34.03,39.59,38.53,30.51,20.37,20.07
923,49,88490.8,6.7775078,33.43,33.8,38.74,38.52,30.51,20.38,20.09
924,49,88490.79999999999,6.6783494,33.47,33.55,39.52,38.56,30.64,20.43,20.12
925,49,88490.79999999999,6.7375469,33.33,33.35,38.67,38.6,30.65,20.44,20.13
926,49,88490.79999999999,7.0351179,33.58,33.58,39.03,38.53,30.57,20.41,20.11
927,49,88490.8,7.0198649,33.58,33.79,38.96,38.61,30.62,20.41,20.1
928,49,88490.79999999999,6.6453066,33.49,33.6,38.37,38.55,30.63,20.42,20.12
929,49,88490.8,6.6902716,33.57,33.79,38.95,38.47,30.61,20.4,20.09
930,49,88490.8,6.7692251,33.43,33.59,39.41,38.46,30.63,20.42,20.12
931,49,88490.8,6.7716311,33.35,33.44,38.69,38.53,30.56,20.41,20.11
932,49,88490.8,6.9029163,33.61,33.66,39.13,38.42,30.58,20.4,20.09
933,49,88490.79999999999,6.7895715,33.46,33.46,38.34,38.52,30.63,20.42,20.12
934,49,88490.8,6.7369581,33.53,33.64,38.92,38.44,30.62,20.41,20.1
935,49,88490.8,6.6936065,33.62,33.87,39.05,38.34,30.55,20.39,20.09
936,49,88490.79999999999,6.7553282,33.57,33.96,39.57,38.3,30.58,20.37,20.06
937,49,88490.8,6.7435622,33.41,33.78,38.72,38.26,30.55,20.39,20.09
938,49,88490.8,6.8385143,33.65,33.92,39.06,38.2,30.49,20.37,20.08
939,49,88490.8,6.7401367,33.73,34.12,39.19,38.22,30.52,20.36,20.06
940,49,88490.8,6.8272742,33.55,33.95,39.55,38.25,30.62,20.4,20.1
941,49,88490.8,6.8331731,33.44,33.78,38.81,38.32,30.56,20.4,20.1
942,49,88490.79999999999,6.7738251,33.29,33.63,38.07,38.4,30.61,20.4,20.1
943,49,88490.8,6.8408186,33.44,33.79,38.81,38.41,30.46,20.36,20.06
944,49,88490.79999999999,6.921118,33.66,33.98,39.14,38.26,30.52,20.37,20.07
945,49,88490.79999999999,6.8080472,33.53,33.77,38.39,38.43,30.57,20.39,20.08
946,49,88490.8,6.8396782,33.68,33.98,39.16,38.33,30.61,20.4,20.09
947,49,88490.79999999999,6.7817138,33.46,33.77,39.41,38.37,30.62,20.4,20.1
948,49,88490.8,6.8656073,33.31,33.6,38.55,38.39,30.62,20.41,20.11
949,49,88490.8,6.7964861,33.59,33.78,39.01,38.32,30.57,20.39,20.09
950,49,88490.8,6.913077,33.4,33.58,39.37,38.39,30.62,20.41,20.1
951,49,88490.8,6.7218982,33.3,33.43,38.61,38.43,30.62,20.41,20.11
952,49,88490.8,6.7012104,33.55,33.59,38.97,38.49,30.48,20.38,20.09
953,49,88490.8,6.7672286,33.32,33.39,39.25,38.43,30.63,20.42,20.12
954,49,88490.8,6.8399171,33.27,33.41,38.52,38.45,30.62,20.42,20.11
955,49,88490.8,6.7302892,33.3,33.43,39.24,38.44,30.57,20.42,20.12
956,49,88490.79999999999,6.978433,33.2,33.59,39.69,38.47,30.63,20.42,20.11
957,49,88490.8,6.7405115,33.15,33.44,38.94,38.55,30.64,20.43,20.12
958,49,88490.8,6.7770035,33.14,33.26,39.67,38.65,30.64,20.44,20.12
959,49,88490.79999999999,6.9012419,33.32,33.49,39.27,38.47,30.63,20.42,20.11
960,49,88490.79999999999,6.6883619,33.26,33.31,38.59,38.64,30.64,20.44,20.12
961,49,88490.8,6.5824209,33.47,33.47,38.86,38.57,30.51,20.38,20.08
962,49,88490.79999999999,7.0168285,33.28,33.28,39.24,38.64,30.63,20.42,20.11
963,49,88490.79999999999,6.7593871,33.22,33.26,38.5,38.65,30.65,20.44,20.13
964,49,88490.8,6.7609383,33.47,33.48,38.87,38.72,30.55,20.4,20.09
965,49,88490.79999999999,6.9405677,33.5,33.69,38.89,38.74,30.61,20.41,20.09
966,49,88490.8,6.8621392,33.43,33.5,38.3,38.76,30.63,20.42,20.11
967,49,88490.8,6.595476,33.51,33.69,38.89,38.75,30.56,20.4,20.09
968,49,88490.8,6.7829289,33.34,33.55,39.28,38.66,30.63,20.42,20.11
969,49,88490.79999999999,6.682235,33.25,33.43,38.51,38.6,30.64,20.43,20.12
970,49,88490.79999999999,6.7683925,33.51,33.61,38.94,38.45,30.61,20.41,20.1
971,49,88490.8,6.8681227,33.34,33.42,39.33,38.46,30.63,20.42,20.11
972,49,88490.8,6.8772328,33.21,33.57,39.7,38.37,30.56,20.4,20.1
973,49,88490.79999999999,6.7402289,33.12,33.41,38.86,38.44,30.63,20.43,20.12
974,49,88490.8,6.798634,33.17,33.41,39.67,38.44,30.63,20.43,20.12
975,49,88490.8,6.6829125,33.15,33.36,38.94,38.47,30.57,20.41,20.11
976,49,88490.8,6.7255186,33.05,33.38,38.18,38.45,30.64,20.43,20.12
977,49,88490.8,6.9648325,33.16,33.53,38.9,38.4,30.57,20.41,20.1
978,49,88490.8,6.7495658,33.19,33.34,39.75,38.58,30.63,20.42,20.12
979,49,88490.8,6.7766212,33.17,33.41,38.94,38.69,30.63,20.42,20.11
980,49,88490.8,6.8566627,33.5,33.63,38.87,38.46,30.54,20.39,20.08
981,49,88490.8,6.6672462,33.42,33.57,38.26,38.44,30.63,20.42,20.11
982,49,88490.8,6.831015,33.51,33.72,38.88,38.48,30.55,20.4,20.09
983,49,88490.8,6.8193674,33.57,33.91,38.92,38.54,30.54,20.39,20.08
984,49,88490.79999999999,6.6791585,33.41,33.7,39.37,38.48,30.48,20.39,20.09
985,49,88490.8,6.842891,33.3,33.55,38.6,38.5,30.63,20.42,20.11
986,49,88490.8,6.8475927,33.39,33.53,39.36,38.36,30.57,20.4,20.1
987,49,88490.8,6.7239207,33.26,33.45,38.51,38.5,30.64,20.43,20.12
988,49,88490.79999999999,6.9550487,33.38,33.62,39.35,38.35,30.48,20.39,20.09
989,49,88490.8,7.7738463,33.3,33.55,38.53,38.5,30.62,20.41,20.1
990,49,88490.8,7.1254234,33.57,33.83,38.97,38.42,30.55,20.4,20.09
991,49,88490.8,7.4299397,33.34,33.62,39.26,38.4,30.63,20.42,20.11
992,49,88490.8,7.8323063,33.27,33.56,38.51,38.53,30.64,20.42,20.11
993,49,88490.79999999999,7.6841363,33.37,33.65,39.29,38.48,30.57,20.41,20.1
994,49,88490.79999999999,8.1824344,33.33,33.53,38.62,38.45,30.55,20.41,20.1
995,49,88490.8,9.0537012,33.59,33.76,39.07,38.38,30.4,20.37,20.08
996,49,88490.79999999999,21.0730868,33.6,33.94,39.0,38.4,30.51,20.37,20.07
997,49,88490.8,12.4733069,33.54,34.13,39.52,38.34,30.32,20.32,20.02
998,49,88490.79999999999,11.7553211,33.46,33.96,38.81,38.31,30.52,20.38,20.08
999,49,88490.79999999999,14.1500155,33.72,34.15,39.25,38.36,30.46,20.36,20.06
1000,49,88490.8,12.1718579,33.49,34.0,39.47,38.36,30.46,20.35,20.06
1001,49,88490.80000000002,12.1757736,33.36,33.82,38.64,38.38,30.55,20.39,20.09
