X [m],Y [m],NUM,MODO,Index_x,Index_y
9506.703910614526,12685.42372881356,1,6,238,315
9706.424581005587,11437.016949152543,2,6,243,284
10065.921787709498,13007.593220338984,3,6,252,323
10025.977653631286,14336.542372881357,4,6,251,356
10185.754189944135,10188.610169491525,5,6,255,253
10265.64245810056,11477.28813559322,6,6,257,285
10665.083798882682,13813.016949152543,7,6,267,343
10585.195530726258,15061.42372881356,8,6,265,374
10744.972067039105,10027.525423728814,9,6,269,249
10824.86033519553,12524.338983050848,10,6,271,311
11224.301675977653,13893.559322033898,11,6,281,345
11144.413407821228,15141.966101694916,12,6,279,376
11304.189944134077,10027.525423728814,13,6,283,249
10824.86033519553,11275.93220338983,14,6,271,280
11783.519553072625,13853.28813559322,15,5,295,344
11703.6312849162,15343.322033898305,16,6,293,381
11863.40782122905,9866.440677966102,17,6,297,245
11384.078212290502,11275.93220338983,18,6,285,280
12342.737430167597,13531.118644067798,19,2,309,336
12422.625698324022,9584.542372881357,20,6,311,238
11943.296089385474,11235.661016949152,21,6,299,279
12901.95530726257,13249.22033898305,22,5,323,329
12981.843575418994,9584.542372881357,23,6,325,238
12502.513966480446,10832.949152542373,24,6,313,269
13461.173184357542,13289.49152542373,25,6,337,330
14100.279329608938,8819.389830508475,26,6,353,219
13541.061452513966,9383.186440677966,27,6,339,233
13900.558659217877,11839.728813559323,28,5,348,294
14459.77653631285,12000.813559322034,29,6,362,298
14659.49720670391,8980.474576271186,30,6,367,223
14699.441340782123,10228.881355932202,31,6,368,254
15098.882681564246,13088.135593220339,32,6,378,325
15258.659217877095,9342.915254237289,33,6,382,232
16496.927374301675,10188.610169491525,34,6,413,253
15817.877094972067,8980.474576271186,35,6,396,223
17175.977653631286,11034.305084745763,36,6,430,274
16377.09497206704,8899.93220338983,37,6,410,221
17815.083798882682,10913.49152542373,38,6,446,271
16936.312849162012,8497.22033898305,39,6,424,211
17056.145251396647,9745.627118644068,40,6,427,242
17495.530726256984,8416.677966101695,41,6,438,209
17615.36312849162,9665.084745762711,42,6,441,240
18054.748603351956,8376.406779661016,43,6,452,208
18174.58100558659,9624.813559322034,44,6,455,239
18613.96648044693,8376.406779661016,45,6,466,208
18733.798882681564,10148.338983050848,46,6,469,252
19173.1843575419,8899.93220338983,47,6,480,221
19293.016759776536,10148.338983050848,48,6,483,252
