Iteración,Turbinas agregadas,Energia producida [MW],Tiempo de cálculo [s],Ruido receptor 1 [dB],Ruido receptor 2 [dB],Ruido receptor 3 [dB],Ruido receptor 4 [dB],Ruido receptor 5 [dB],Ruido receptor 6 [dB],Ruido receptor 7 [dB]
89,40,71781.99999999999,4.6131965,34.88,39.88,39.89,38.62,30.21,19.7,19.33
90,40,71782.0,4.449798,34.88,39.88,39.89,38.14,30.22,19.71,19.33
91,40,71782.00000000001,4.9513214,34.65,39.22,39.86,38.62,30.19,19.7,19.32
92,40,71782.0,5.420211,34.41,39.06,38.86,39.14,30.24,19.71,19.31
93,40,71782.0,4.7421881,34.54,39.3,39.34,38.62,30.19,19.7,19.32
94,40,71782.0,4.6249008,34.6,38.53,39.83,39.15,30.29,19.73,19.32
95,40,71782.0,4.6557716,34.83,39.27,39.89,38.62,30.2,19.71,19.33
96,40,71782.0,4.509292,34.59,38.5,39.85,39.16,30.29,19.73,19.32
97,40,71782.0,4.6877684,34.83,39.27,39.88,38.33,30.19,19.7,19.32
98,40,71782.0,4.5552409,34.61,38.89,38.87,39.17,30.1,19.69,19.31
99,40,71782.0,4.6960276,34.83,39.27,39.89,38.33,30.18,19.7,19.32
100,40,71782.0,4.4576558,34.6,38.5,39.85,38.81,30.18,19.7,19.31
101,40,71782.0,5.5468686,34.71,39.27,39.37,39.65,30.19,19.71,19.34
102,40,71782.0,4.6424858,34.49,38.5,39.28,39.23,30.18,19.7,19.32
103,40,71782.0,4.5292089,34.7,39.06,39.39,38.75,30.22,19.71,19.34
104,40,71782.0,4.5502991,34.88,39.25,39.91,39.65,30.22,19.71,19.34
105,40,71782.0,4.4859018,34.88,39.88,39.9,38.74,30.21,19.71,19.34
106,40,71782.0,4.5441029,34.86,39.72,39.9,39.64,30.22,19.71,19.34
107,40,71782.0,4.6285368,34.89,39.88,39.9,38.73,30.21,19.71,19.34
108,40,71782.0,4.5611252,34.92,39.78,38.97,38.32,30.17,19.69,19.31
109,40,71782.0,4.4859463,34.68,39.05,38.94,38.78,30.21,19.71,19.33
110,40,71782.0,4.7719181,34.92,39.65,38.97,38.32,30.21,19.71,19.34
111,40,71782.0,4.659888,34.81,39.05,39.46,38.77,30.08,19.68,19.31
112,40,71782.0,4.5837934,34.95,39.65,39.95,38.34,30.2,19.7,19.3
113,40,71782.0,4.562337,34.73,39.04,39.93,38.77,30.27,19.72,19.31
114,40,71782.0,4.6725314,34.46,38.9,38.9,39.22,30.35,19.75,19.33
115,40,71782.0,4.6378068,34.24,38.87,39.77,39.22,30.28,19.72,19.3
116,40,71782.0,4.7381391,34.63,39.07,39.86,38.76,30.21,19.71,19.32
117,40,71782.0,4.7068015,34.83,39.25,39.9,39.64,30.22,19.71,19.35
118,40,71782.0,4.4526086,34.86,39.44,39.9,38.72,30.21,19.71,19.34
119,40,71782.0,4.5110084,34.64,38.67,39.87,39.2,30.21,19.71,19.34
120,40,71782.0,4.4548741,34.89,39.15,39.92,38.74,30.07,19.68,19.31
121,40,71782.0,4.4497549,34.64,39.1,38.9,39.2,30.2,19.71,19.33
122,40,71782.0,4.5120962,34.77,38.77,38.44,38.73,30.21,19.71,19.35
123,40,71782.0,4.464187,34.78,39.5,38.41,38.29,30.21,19.71,19.34
124,40,71782.0,4.5016444,34.8,39.67,38.42,37.92,30.14,19.68,19.32
125,40,71782.0,4.5633934,34.68,38.9,38.9,38.33,30.16,19.69,19.31
126,40,71782.0,4.4694301,34.92,39.61,39.94,39.12,30.21,19.7,19.31
127,40,71782.0,4.4565315,34.95,39.73,39.94,38.28,30.21,19.71,19.34
128,40,71782.0,4.4103046,34.72,39.47,38.92,39.14,30.09,19.69,19.31
129,40,71782.0,4.5200109,34.87,38.69,39.91,39.2,30.27,19.72,19.31
130,40,71782.0,4.529186,34.74,39.46,39.89,38.74,30.16,19.7,19.31
131,40,71781.99999999999,4.4447418,34.66,38.69,39.85,39.2,30.25,19.72,19.32
132,40,71782.0,4.496155,34.82,39.08,39.45,38.75,30.23,19.71,19.31
133,40,71782.00000000001,4.4784107,34.55,39.14,38.49,39.65,30.28,19.73,19.32
134,40,71782.0,4.4179318,34.73,38.36,39.42,39.69,30.34,19.75,19.33
135,40,71782.0,4.5153375,34.86,39.11,39.91,39.19,30.27,19.72,19.31
136,40,71782.0,4.7912402,34.92,39.44,39.94,38.73,30.19,19.7,19.33
137,40,71782.0,4.7457678,34.68,38.67,39.9,39.21,30.28,19.73,19.32
138,40,71782.0,5.1243742,34.9,39.44,39.92,38.74,30.2,19.7,19.31
139,40,71782.0,4.7226726,34.49,38.67,39.86,39.2,30.34,19.74,19.32
140,40,71782.0,4.5494542,34.91,39.44,39.94,38.74,30.18,19.7,19.3
141,40,71782.0,4.6315619,34.68,38.66,39.9,39.19,30.34,19.75,19.32
142,40,71782.0,4.5683333,34.92,39.44,39.95,38.76,30.16,19.69,19.29
143,40,71782.0,4.6087168,34.68,38.66,39.9,39.22,30.33,19.74,19.32
144,40,71782.0,4.4868058,34.92,39.44,39.95,38.75,30.32,19.73,19.31
145,40,71782.0,4.5184293,34.69,38.66,39.91,39.2,30.34,19.75,19.31
146,40,71781.99999999999,4.7328225,34.69,39.44,38.94,38.77,30.25,19.72,19.3
147,40,71782.0,4.5467581,34.92,39.73,38.97,39.62,30.25,19.72,19.31
148,40,71782.0,4.5576871,34.97,39.81,39.94,38.7,30.24,19.71,19.32
149,40,71782.0,4.3947573,34.99,39.85,39.93,39.61,30.18,19.7,19.32
150,40,71782.00000000001,4.454507,35.02,39.83,39.93,38.69,30.2,19.7,19.33
151,40,71781.99999999999,4.9177932,34.96,39.86,38.96,39.6,30.19,19.69,19.32
152,40,71782.0,4.5475224,34.73,39.83,38.12,38.69,30.2,19.7,19.33
153,40,71782.0,4.4313091,34.97,39.86,38.98,38.27,30.17,19.69,19.31
154,40,71782.00000000001,4.487749,34.96,39.14,39.95,38.71,30.23,19.7,19.3
155,40,71781.99999999999,4.4702882,34.98,39.85,39.91,39.6,30.18,19.7,19.31
156,40,71781.99999999999,4.6087228,35.02,39.83,39.93,38.68,30.2,19.7,19.33
157,40,71782.0,4.449875,35.03,39.75,39.91,39.59,30.2,19.7,19.33
158,40,71781.99999999999,4.5747707,35.08,39.64,39.92,38.68,30.2,19.7,19.33
159,40,71782.0,4.4564415,35.1,39.48,39.91,39.59,30.2,19.7,19.33
160,40,71782.0,4.4893501,35.11,39.48,39.92,38.68,30.19,19.69,19.32
161,40,71782.0,4.5246105,35.11,39.48,39.92,38.25,30.19,19.69,19.32
162,40,71781.99999999999,4.4921657,34.94,38.86,39.89,39.1,30.17,19.69,19.29
163,40,71782.0,4.42491,35.12,39.48,39.93,38.25,30.19,19.69,19.32
164,40,71782.0,4.5393639,34.91,39.34,38.9,38.72,30.08,19.66,19.27
165,40,71781.99999999999,4.4762511,35.11,38.72,39.91,39.17,30.31,19.72,19.29
166,40,71782.0,4.6074771,35.1,39.3,39.92,38.7,30.32,19.73,19.3
167,40,71782.0,4.6149746,35.1,39.49,39.92,38.26,30.15,19.68,19.28
168,40,71782.0,4.6070327,34.88,39.5,38.92,39.08,30.13,19.68,19.3
169,40,71782.0,4.6567057,35.11,38.72,39.92,39.17,30.14,19.69,19.31
170,40,71782.0,4.6651506,35.1,39.31,39.94,38.69,30.17,19.69,19.32
171,40,71782.0,4.7470822,35.04,39.33,38.99,39.59,30.19,19.69,19.32
172,40,71782.0,4.6044376,35.11,39.32,39.95,38.67,30.19,19.69,19.32
173,40,71782.0,4.5832268,35.13,39.52,39.97,39.58,30.19,19.69,19.32
174,40,71782.0,4.5844526,35.14,39.53,39.98,38.66,30.19,19.69,19.31
175,40,71782.0,4.6171643,35.14,39.54,39.98,39.58,30.19,19.69,19.32
176,40,71782.0,4.7258728,35.14,39.55,39.97,38.66,30.19,19.69,19.31
177,40,71781.99999999999,4.5929923,34.99,38.98,39.01,39.58,30.19,19.69,19.32
178,40,71782.0,4.7090599,35.14,39.56,39.98,38.66,30.18,19.68,19.31
179,40,71782.0,4.6481133,35.14,39.57,39.98,38.22,30.19,19.69,19.31
180,40,71781.99999999999,5.1483935,34.9,39.57,38.97,39.05,30.19,19.69,19.31
181,40,71782.0,4.8588807,34.96,39.63,39.93,39.98,30.19,19.69,19.32
182,40,71781.99999999999,4.857487,34.95,39.63,39.91,39.03,30.19,19.69,19.32
183,40,71782.0,4.927,34.94,39.63,39.88,38.5,30.19,19.69,19.32
184,40,71782.0,4.8173596,34.96,39.63,39.91,39.37,30.15,19.68,19.3
185,40,71782.0,4.8863844,34.94,39.63,39.89,38.5,30.19,19.69,19.32
186,40,71781.99999999999,4.8325604,34.96,39.63,39.92,39.37,30.2,19.7,19.32
187,40,71782.0,4.4315593,34.96,39.63,39.91,38.51,30.2,19.7,19.32
188,40,71782.0,4.419425,35.0,39.55,39.92,39.36,30.17,19.69,19.3
189,40,71782.0,4.4162263,34.77,38.94,39.85,39.58,30.12,19.68,19.3
190,40,71782.0,4.4946368,35.16,39.18,39.98,39.02,30.14,19.68,19.3
191,40,71782.0,4.4577915,34.9,39.57,39.9,38.5,30.19,19.69,19.32
192,40,71782.0,4.4871278,34.68,39.57,38.9,39.03,30.16,19.69,19.31
193,40,71782.0,4.5135353,34.91,39.18,39.88,38.52,30.19,19.69,19.32
194,40,71782.0,4.4912877,34.94,39.63,39.9,39.36,30.18,19.68,19.31
195,40,71782.0,4.5604727,34.93,39.63,39.87,38.5,30.19,19.69,19.31
196,40,71782.0,4.5088988,34.97,39.54,39.88,39.36,30.19,19.7,19.32
197,40,71782.0,4.4302539,34.92,39.63,39.87,38.5,30.19,19.69,19.32
198,40,71782.0,4.4474288,34.93,39.63,39.87,38.05,30.19,19.69,19.31
199,40,71781.99999999999,4.4053764,34.75,39.48,38.88,38.52,30.04,19.65,19.27
200,40,71781.99999999999,4.4046182,34.92,39.63,39.87,39.35,30.19,19.69,19.32
201,40,71782.0,4.4391285,34.77,39.66,39.84,38.5,30.19,19.69,19.32
202,40,71782.00000000001,4.3898386,34.93,39.65,39.87,38.04,30.19,19.69,19.32
203,40,71781.99999999999,4.4397797,34.71,39.47,38.88,38.55,30.03,19.65,19.27
204,40,71782.0,4.4750899,34.92,38.76,39.87,39.05,30.26,19.72,19.3
205,40,71782.0,4.4220429,34.95,39.22,39.89,38.52,30.17,19.69,19.31
206,40,71782.0,4.4521661,34.93,39.61,39.89,39.35,30.2,19.7,19.33
207,40,71782.0,4.4080359,34.93,39.63,39.88,38.51,30.19,19.7,19.32
208,40,71782.0,4.4746023,34.94,39.63,39.9,39.35,30.19,19.69,19.32
209,40,71782.0,4.6370735,34.93,39.65,39.88,38.5,30.19,19.69,19.31
210,40,71775.7,4.5163176,34.69,38.68,38.9,39.36,30.18,19.69,19.32
211,40,71781.99999999999,4.4749272,34.93,39.63,39.88,38.5,30.19,19.69,19.32
212,40,71781.99999999999,4.4414562,34.93,39.63,39.88,39.35,30.19,19.69,19.32
213,40,71782.0,4.4802309,34.94,39.63,39.89,38.5,30.19,19.69,19.32
214,40,71782.0,4.5360332,34.71,39.63,38.87,39.02,30.08,19.67,19.3
215,40,71782.0,4.4538662,34.94,39.63,39.89,38.5,30.19,19.69,19.32
216,40,71782.0,4.4853937,34.95,39.63,39.91,39.35,30.19,19.69,19.32
217,40,71781.99999999999,4.5016894,34.95,39.63,39.91,38.5,30.19,19.69,19.32
218,40,71781.99999999999,4.4449158,34.95,39.63,39.91,38.03,30.19,19.69,19.32
219,40,71782.0,4.4686003,34.97,39.63,39.94,37.66,30.17,19.68,19.29
220,40,71782.0,4.4662105,34.74,39.63,38.93,38.05,30.13,19.68,19.31
221,40,71782.0,4.4357336,34.96,38.86,39.91,38.54,30.14,19.69,19.29
222,40,71782.0,4.4907793,34.69,39.33,38.86,39.03,30.1,19.68,19.31
223,40,71782.0,4.4814252,34.86,39.46,39.87,38.5,30.17,19.7,19.33
224,40,71782.0,4.4217862,34.85,39.97,39.89,39.35,30.2,19.7,19.34
225,40,71782.0,4.5374487,34.84,39.9,39.89,38.5,30.19,19.69,19.33
226,40,71782.0,4.5106899,34.88,39.37,39.9,39.35,30.19,19.69,19.32
227,40,71782.0,4.4789283,34.85,39.99,39.89,38.5,30.19,19.69,19.33
228,40,71782.0,4.4562117,34.85,39.9,39.9,38.06,30.18,19.68,19.31
229,40,71782.0,4.569759,34.67,39.25,39.85,38.53,30.21,19.7,19.3
230,40,71775.7,4.5842784,34.47,38.86,39.85,38.05,30.12,19.68,19.3
231,40,71782.0,4.5645863,34.66,39.22,39.85,38.55,30.17,19.69,19.29
232,40,71782.0,4.5631019,35.02,39.83,39.96,39.36,30.17,19.69,19.31
233,40,71782.0,4.4093255,35.03,39.86,39.96,38.49,30.19,19.69,19.33
234,40,71782.0,4.4459787,35.03,39.86,39.96,38.03,30.19,19.69,19.33
235,40,71781.99999999999,4.8201154,34.83,39.2,39.9,38.54,30.05,19.66,19.3
236,40,71782.0,4.5256034,34.67,38.55,39.7,39.04,30.18,19.7,19.3
237,40,71782.0,4.4490009,34.82,39.11,39.89,38.51,30.17,19.69,19.33
238,40,71782.0,4.3642528,34.66,38.49,39.7,39.03,30.14,19.69,19.32
239,40,71782.0,4.8741876,34.81,39.11,39.89,38.5,30.16,19.69,19.33
240,40,71782.0,4.5394871,34.68,38.49,39.72,39.04,30.18,19.7,19.31
241,40,71782.0,4.5366454,34.82,39.11,39.9,38.51,30.17,19.69,19.33
242,40,71782.0,4.5050015,34.66,38.49,39.69,39.04,30.18,19.7,19.31
243,40,71782.0,4.6083856,34.81,39.11,39.89,38.5,30.16,19.69,19.33
244,40,71781.99999999999,4.5197177,34.65,38.49,39.69,39.04,30.18,19.7,19.31
245,40,71782.0,4.6896599,34.81,39.11,39.89,38.51,30.17,19.69,19.33
246,40,71782.0,4.4822076,34.66,38.49,39.7,39.06,30.21,19.7,19.31
247,40,71782.0,4.4157751,34.81,39.11,39.89,38.22,30.19,19.69,19.33
248,40,71781.99999999999,4.5972169,34.56,39.95,38.92,38.66,30.16,19.68,19.31
249,40,71782.0,4.4606048,34.82,39.14,39.88,39.57,30.2,19.7,19.34
250,40,71782.0,4.5748872,34.99,39.73,39.92,38.64,30.19,19.69,19.33
251,40,71782.0,4.550534,34.99,39.73,39.92,39.56,30.19,19.69,19.33
252,40,71782.0,4.5087185,35.03,39.17,39.93,38.64,30.19,19.69,19.33
253,40,71782.0,4.4866261,35.0,39.73,39.94,38.21,30.16,19.68,19.32
254,40,71782.0,4.5935409,34.84,39.07,39.93,38.68,30.05,19.65,19.28
255,40,71782.0,4.6040742,34.66,38.45,39.7,39.14,30.17,19.68,19.28
256,40,71782.0,4.5821038,34.82,39.07,39.9,38.69,30.13,19.68,19.3
257,40,71782.0,4.4831784,34.99,39.73,39.93,38.21,30.16,19.68,19.32
258,40,71782.0,4.4819321,34.81,39.7,38.94,39.05,30.12,19.68,19.33
259,40,71782.0,4.4886427,35.02,39.17,39.93,38.21,30.19,19.69,19.33
260,40,71781.99999999999,4.4878046,34.78,39.7,38.9,39.07,30.14,19.67,19.3
261,40,71781.99999999999,4.4728324,34.99,39.73,39.92,38.21,30.19,19.69,19.33
262,40,71782.0,4.4593205,34.82,39.07,39.91,38.68,30.15,19.67,19.29
263,40,71781.99999999999,4.4964055,34.66,38.45,39.7,39.14,30.24,19.7,19.3
264,40,71782.0,4.4140454,34.82,39.07,39.91,38.68,30.23,19.7,19.31
265,40,71781.99999999999,4.4720635,34.86,39.73,39.41,39.57,30.17,19.68,19.31
266,40,71782.0,4.4369362,35.02,39.17,39.93,38.64,30.19,19.69,19.33
267,40,71782.0,4.4600469,34.99,39.73,39.92,38.21,30.19,19.69,19.33
268,40,71782.0,4.7958843,34.82,39.07,39.91,38.66,30.16,19.69,19.32
269,40,71782.0,4.7952195,34.66,38.45,39.7,39.13,30.2,19.7,19.31
270,40,71782.0,4.5675733,34.82,39.07,39.92,38.67,30.19,19.69,19.33
271,40,71782.0,4.4480246,34.9,39.12,39.43,39.57,30.2,19.7,19.34
272,40,71781.99999999999,4.4883562,34.99,39.73,39.93,38.64,30.19,19.69,19.33
273,40,71782.0,4.4522415,34.99,39.73,39.92,39.56,30.19,19.69,19.33
274,40,71782.0,4.4567604,35.0,39.73,39.95,38.65,30.14,19.66,19.3
275,40,71781.99999999999,4.5023743,34.99,39.73,39.92,39.56,30.19,19.69,19.33
276,40,71782.0,4.5014088,35.02,39.17,39.93,38.64,30.19,19.69,19.33
277,40,71782.0,4.4557239,35.0,39.8,39.92,39.56,30.19,19.69,19.33
278,40,71782.0,4.4344443,35.02,39.17,39.93,38.64,30.19,19.69,19.33
279,40,71782.0,4.4266301,34.98,39.73,39.92,39.56,30.19,19.69,19.33
280,40,71782.0,4.4397891,35.02,39.17,39.93,38.64,30.19,19.69,19.33
281,40,71782.0,4.8160629,34.99,39.73,39.92,38.22,30.19,19.68,19.32
282,40,71782.0,4.4344241,34.76,39.99,38.91,38.66,30.19,19.69,19.33
283,40,71782.0,4.4393354,34.99,39.73,39.92,39.56,30.19,19.69,19.33
284,40,71782.0,4.5070996,34.99,39.73,39.92,38.64,30.19,19.69,19.33
285,40,71782.0,4.5582578,34.99,39.73,39.92,39.57,30.19,19.69,19.33
286,40,71782.0,4.453179,35.0,39.73,39.94,38.64,30.19,19.69,19.33
287,40,71782.0,4.4569266,35.03,39.17,39.95,39.56,30.19,19.69,19.33
288,40,71782.0,4.5484383,34.99,39.73,39.92,38.64,30.19,19.69,19.33
289,40,71781.99999999999,4.3585312,35.02,39.12,39.93,39.56,30.19,19.69,19.33
290,40,71781.99999999999,4.4708776,35.0,39.73,39.94,38.66,30.15,19.67,19.3
291,40,71782.0,4.4609328,35.02,39.73,39.96,39.56,30.19,19.69,19.33
292,40,71782.0,4.6136343,35.02,39.73,39.96,38.64,30.19,19.69,19.33
293,40,71781.99999999999,4.5431632,35.02,39.73,39.96,38.21,30.08,19.66,19.3
294,40,71782.0,4.5837615,34.81,39.7,38.94,39.07,30.15,19.67,19.32
295,40,71781.99999999999,4.5622229,35.03,39.17,39.94,38.21,30.18,19.68,19.31
296,40,71781.99999999999,4.4932762,34.81,39.7,38.94,39.04,30.08,19.66,19.3
297,40,71782.0,4.5280216,35.0,39.73,39.93,38.21,30.19,19.69,19.33
298,40,71782.0,4.4932792,34.84,39.07,39.93,38.68,30.19,19.69,19.31
299,40,71782.0,4.459729,34.7,38.45,39.76,39.16,30.11,19.66,19.29
300,40,71782.0,4.4658255,34.84,39.07,39.93,38.67,30.13,19.68,19.3
301,40,71782.0,4.4236246,35.02,39.73,39.96,39.56,30.16,19.69,19.32
302,40,71782.0,4.4296107,35.04,39.17,39.96,38.64,30.19,19.69,19.33
303,40,71782.0,4.3940183,34.85,38.56,39.9,39.12,30.2,19.69,19.31
304,40,71782.0,4.5811315,35.04,39.17,39.96,38.67,30.23,19.69,19.29
305,40,71782.0,4.4501945,35.0,39.73,39.93,38.21,30.16,19.68,19.31
306,40,71782.0,4.4796184,34.84,39.07,39.93,38.67,30.21,19.68,19.29
307,40,71782.0,4.4339566,34.66,38.45,39.7,39.14,30.23,19.7,19.3
308,40,71782.0,4.5390682,34.81,39.07,39.89,38.68,30.13,19.68,19.3
309,40,71782.0,4.587841,34.67,38.45,39.71,39.14,30.24,19.7,19.3
310,40,71782.0,4.5215154,34.82,39.07,39.91,38.68,30.13,19.68,19.31
311,40,71782.0,4.4224474,34.87,39.73,39.41,39.57,30.17,19.69,19.32
312,40,71782.0,4.4672782,34.86,39.2,39.89,38.64,30.15,19.67,19.31
313,40,71782.0,4.4853667,34.99,39.73,39.92,39.56,30.19,19.69,19.33
314,40,71781.99999999999,4.3884378,34.99,39.73,39.92,38.64,30.19,19.69,19.33
315,40,71782.0,4.4613494,34.99,39.73,39.92,39.56,30.19,19.69,19.33
