X [m],Y [m],NUM,MODO,Index_x,Index_y
10105.86592178771,10551.050847457627,1,6,253,262
10105.86592178771,11718.915254237289,2,6,253,291
10105.86592178771,12886.77966101695,3,6,253,320
10105.86592178771,14054.64406779661,4,6,253,349
10665.083798882682,10551.050847457627,5,6,267,262
10665.083798882682,11718.915254237289,6,6,267,291
10665.083798882682,12886.77966101695,7,6,267,320
10665.083798882682,14054.64406779661,8,6,267,349
11224.301675977653,10551.050847457627,9,6,281,262
11224.301675977653,11718.915254237289,10,6,281,291
11224.301675977653,12886.77966101695,11,6,281,320
11224.301675977653,14054.64406779661,12,6,281,349
11224.301675977653,15222.50847457627,13,8,281,378
11783.519553072625,10551.050847457627,14,6,295,262
11783.519553072625,11718.915254237289,15,6,295,291
11783.519553072625,12886.77966101695,16,6,295,320
11783.519553072625,14054.64406779661,17,6,295,349
11783.519553072625,15222.50847457627,18,6,295,378
12342.737430167597,10551.050847457627,19,6,309,262
12342.737430167597,11718.915254237289,20,6,309,291
12342.737430167597,12886.77966101695,21,6,309,320
12901.95530726257,10551.050847457627,22,6,323,262
12901.95530726257,11718.915254237289,23,6,323,291
12901.95530726257,12886.77966101695,24,6,323,320
13461.173184357542,10551.050847457627,25,7,337,262
13461.173184357542,11718.915254237289,26,6,337,291
13461.173184357542,12886.77966101695,27,6,337,320
14020.391061452514,9383.186440677966,28,6,351,233
14020.391061452514,10551.050847457627,29,7,351,262
14020.391061452514,11718.915254237289,30,7,351,291
14020.391061452514,12886.77966101695,31,6,351,320
14579.608938547486,9383.186440677966,32,7,365,233
14579.608938547486,10551.050847457627,33,10,365,262
14579.608938547486,11718.915254237289,34,7,365,291
14579.608938547486,12886.77966101695,35,6,365,320
15138.826815642458,9383.186440677966,36,7,379,233
15698.04469273743,9383.186440677966,37,7,393,233
15698.04469273743,10551.050847457627,38,11,393,262
16257.262569832403,9383.186440677966,39,7,407,233
16257.262569832403,10551.050847457627,40,7,407,262
16816.480446927373,9383.186440677966,41,6,421,233
16816.480446927373,10551.050847457627,42,7,421,262
17375.698324022345,9383.186440677966,43,6,435,233
17375.698324022345,10551.050847457627,44,6,435,262
17934.916201117318,9383.186440677966,45,6,449,233
17934.916201117318,10551.050847457627,46,6,449,262
18494.13407821229,9383.186440677966,47,6,463,233
18494.13407821229,10551.050847457627,48,6,463,262
19053.351955307262,9383.186440677966,49,6,477,233
