X [m],Y [m],NUM,MODO,Index_x,Index_y
9506.703910614526,12685.42372881356,1,0,238,315
9706.424581005587,11437.016949152543,2,0,243,284
10065.921787709498,13370.033898305084,3,0,252,332
10145.810055865923,14618.440677966102,4,0,254,363
10265.64245810056,11235.661016949152,5,0,257,279
10625.13966480447,12484.06779661017,6,0,266,310
10705.027932960895,13813.016949152543,7,0,268,343
10705.027932960895,15061.42372881356,8,0,268,374
10824.86033519553,11195.389830508475,9,0,271,278
11184.35754189944,12443.796610169491,10,0,280,309
11304.189944134077,13933.830508474577,11,0,283,346
11264.245810055865,15222.50847457627,12,0,282,378
11384.078212290502,11195.389830508475,13,0,285,278
11743.575418994413,12564.610169491525,14,0,294,312
11863.40782122905,13853.28813559322,15,0,297,344
11823.463687150837,15222.50847457627,16,0,296,378
11943.296089385474,9826.169491525423,17,0,299,244
13301.396648044692,12242.440677966102,18,0,333,304
12742.17877094972,13531.118644067798,19,0,319,336
12981.843575418994,9745.627118644068,20,0,325,242
13141.620111731843,10994.033898305084,21,0,329,273
13301.396648044692,13531.118644067798,22,0,333,336
13581.005586592179,9383.186440677966,23,0,340,233
13700.837988826815,10631.593220338984,24,0,343,264
13860.614525139665,11880.0,25,0,347,295
14140.22346368715,8779.118644067798,26,0,354,218
14260.055865921788,10510.77966101695,27,0,357,261
14419.832402234637,12242.440677966102,28,0,361,304
14220.111731843575,13531.118644067798,29,0,356,336
14699.441340782123,9020.745762711864,30,0,368,224
14819.27374301676,10873.22033898305,31,0,371,270
14979.05027932961,12202.169491525423,32,0,375,303
14779.329608938548,13531.118644067798,33,0,370,336
15258.659217877095,9383.186440677966,34,0,382,233
15378.491620111732,10873.22033898305,35,0,385,270
15817.877094972067,9020.745762711864,36,0,396,224
15937.709497206704,11034.305084745763,37,0,399,274
16377.09497206704,8899.93220338983,38,0,410,221
16496.927374301675,11074.57627118644,39,0,413,275
16936.312849162012,8618.033898305084,40,0,424,214
17056.145251396647,10873.22033898305,41,0,427,270
17495.530726256984,8416.677966101695,42,0,438,209
17615.36312849162,10953.762711864407,43,0,441,272
18054.748603351956,8537.49152542373,44,0,452,212
18174.58100558659,10752.406779661016,45,0,455,267
18613.96648044693,8819.389830508475,46,0,466,219
18733.798882681564,10551.050847457627,47,0,469,262
19173.1843575419,9061.016949152543,48,0,480,225
19293.016759776536,10430.237288135593,49,0,483,259
