X [m],Y [m],NUM,MODO,Index_x,Index_y
10105.86592178771,10551.050847457627,1,6,253,262
10065.921787709498,12846.50847457627,2,6,252,319
10065.921787709498,14094.915254237289,3,6,252,350
10665.083798882682,10510.77966101695,4,6,267,261
10625.13966480447,12846.50847457627,5,6,266,319
10625.13966480447,14094.915254237289,6,6,266,350
11224.301675977653,11678.64406779661,7,6,281,290
11184.35754189944,12927.050847457627,8,6,280,321
11224.301675977653,15182.237288135593,9,6,281,377
11783.519553072625,10510.77966101695,10,6,295,261
11783.519553072625,11759.186440677966,11,6,295,292
11783.519553072625,14014.372881355932,12,6,295,348
11783.519553072625,15262.77966101695,13,6,295,379
12342.737430167597,11678.64406779661,14,6,309,290
12342.737430167597,12927.050847457627,15,6,309,321
12901.95530726257,11678.64406779661,16,6,323,290
12901.95530726257,12927.050847457627,17,6,323,321
13461.173184357542,11678.64406779661,18,6,337,290
13461.173184357542,12927.050847457627,19,6,337,321
13980.446927374302,9342.915254237289,20,6,350,232
14020.391061452514,11678.64406779661,21,6,351,290
14020.391061452514,12927.050847457627,22,6,351,321
14539.664804469274,9342.915254237289,23,6,364,232
14579.608938547486,11678.64406779661,24,6,365,290
14579.608938547486,12927.050847457627,25,6,365,321
15098.882681564246,9342.915254237289,26,6,378,232
15737.988826815643,9342.915254237289,27,6,394,232
15737.988826815643,10591.322033898305,28,7,394,263
16297.206703910615,9342.915254237289,29,6,408,232
16297.206703910615,10591.322033898305,30,6,408,263
16856.424581005587,9342.915254237289,31,6,422,232
16856.424581005587,10591.322033898305,32,6,422,263
17415.64245810056,9342.915254237289,33,6,436,232
17415.64245810056,10591.322033898305,34,6,436,263
17974.86033519553,9342.915254237289,35,6,450,232
17974.86033519553,10591.322033898305,36,6,450,263
18534.078212290504,9342.915254237289,37,6,464,232
18534.078212290504,10591.322033898305,38,6,464,263
19093.296089385476,9342.915254237289,39,6,478,232
