X [m],Y [m],NUM,MODO,Index_x,Index_y
9946.089385474861,12604.881355932202,1,6,249,313
9866.201117318436,14054.64406779661,2,6,247,349
10585.195530726258,10188.610169491525,3,6,265,253
9906.145251396649,11275.93220338983,4,6,248,280
10425.418994413409,13974.101694915254,5,6,261,347
10465.363128491621,15262.77966101695,6,6,262,379
11264.245810055865,10067.796610169491,7,6,282,250
10505.307262569833,11437.016949152543,8,6,263,284
10944.692737430167,12725.694915254237,9,6,274,316
11024.581005586591,15303.050847457627,10,6,276,380
11823.463687150837,10027.525423728814,11,6,296,249
11224.301675977653,11356.474576271186,12,6,281,282
11543.854748603351,13772.745762711864,13,5,289,342
11583.798882681564,15544.677966101695,14,6,290,386
12382.68156424581,9705.35593220339,15,6,310,241
11823.463687150837,11316.203389830509,16,6,296,281
13061.731843575419,10269.152542372882,17,6,327,255
12462.569832402234,11074.57627118644,18,6,312,275
13141.620111731843,11517.559322033898,19,6,329,286
12262.849162011173,13531.118644067798,20,2,307,336
13820.670391061452,9222.101694915254,21,6,346,229
13860.614525139665,11880.0,22,5,347,295
12862.011173184357,13611.661016949152,23,5,322,338
14379.888268156425,8779.118644067798,24,6,360,218
14419.832402234637,13249.22033898305,25,6,361,329
14979.05027932961,13329.762711864407,26,6,375,331
15618.156424581006,9222.101694915254,27,6,391,229
16257.262569832403,10309.42372881356,28,6,407,256
16177.374301675978,9061.016949152543,29,6,405,225
16816.480446927373,9987.254237288136,30,6,421,248
16816.480446927373,8698.57627118644,31,6,421,216
17375.698324022345,10067.796610169491,32,6,435,250
17375.698324022345,8738.847457627118,33,6,435,217
18014.804469273742,10349.694915254237,34,6,451,257
17934.916201117318,8899.93220338983,35,6,449,221
18574.022346368714,10551.050847457627,36,6,465,262
18534.078212290504,9020.745762711864,37,6,464,224
19173.1843575419,10309.42372881356,38,6,480,256
19133.240223463687,8980.474576271186,39,6,479,223
