X [m],Y [m],NUM,MODO,Index_x,Index_y
9546.648044692738,12927.050847457627,1,6,239,321
9906.145251396649,14175.457627118643,2,6,248,352
10625.13966480447,10510.77966101695,3,6,266,261
10145.810055865923,11920.271186440677,4,6,254,296
10585.195530726258,13974.101694915254,5,6,265,347
10545.251396648046,15262.77966101695,6,6,264,379
11184.35754189944,10067.796610169491,7,6,280,250
10705.027932960895,11839.728813559323,8,6,268,294
11144.413407821228,14054.64406779661,9,6,279,349
11144.413407821228,15343.322033898305,10,6,279,381
11823.463687150837,10067.796610169491,11,6,296,250
11344.13407821229,11799.457627118643,12,6,284,293
11743.575418994413,14215.728813559323,13,6,294,353
11703.6312849162,15464.135593220339,14,6,293,384
12502.513966480446,9745.627118644068,15,6,313,242
11903.351955307262,11920.271186440677,16,6,298,296
13061.731843575419,10269.152542372882,17,6,327,255
12462.569832402234,11678.64406779661,18,6,312,290
13101.675977653631,11759.186440677966,19,6,328,292
12302.793296089385,13289.49152542373,20,5,308,330
13780.72625698324,9262.372881355932,21,6,345,230
13900.558659217877,11880.0,22,5,348,295
13101.675977653631,13410.305084745763,23,5,328,333
14339.944134078212,8779.118644067798,24,6,359,218
14539.664804469274,11839.728813559323,25,6,364,294
14619.553072625698,13128.406779661016,26,6,366,326
15698.04469273743,9181.830508474577,27,6,393,228
16257.262569832403,10389.966101694916,28,6,407,258
16297.206703910615,9061.016949152543,29,6,408,225
16856.424581005587,9946.983050847457,30,6,422,247
16856.424581005587,8698.57627118644,31,6,422,216
17455.58659217877,10108.06779661017,32,6,437,251
17455.58659217877,8859.661016949152,33,6,437,220
18054.748603351956,10349.694915254237,34,6,452,257
18014.804469273742,8698.57627118644,35,6,451,216
18613.96648044693,10269.152542372882,36,6,466,255
18574.022346368714,8899.93220338983,37,6,465,221
19253.072625698325,10228.881355932202,38,6,482,254
19133.240223463687,8940.203389830509,39,6,479,222
