Air Density [kg/m3]	1.225
3	91
3.5	201
4	339
4.5	503
5	736
5.5	1018
6	1354
6.5	1737
7	2163
7.5	2631
8	3126
8.5	3636
9	4131
9.5	4581
10	4932
10.5	5152
11	5270
11.5	5314
12	5327
12.5	5327
13	5327
13.5	5327
14	5327
14.5	5327
15	5327
15.5	5327
16	5327
16.5	5327
17	5327
17.5	5327
18	5327
18.5	5327
19	5283
19.5	5160
20	4964
20.5	4694
21	4401
21.5	4064
22	3712
22.5	3353
23	3074
23.5	2859
24	2654
