X [m],Y [m],NUM,MODO,Index_x,Index_y
9746.3687150838,11517.559322033898,1,9,244,286
9706.424581005587,12846.50847457627,2,9,243,319
10145.810055865923,14175.457627118643,3,9,254,352
10585.195530726258,11517.559322033898,4,9,265,286
10625.13966480447,12886.77966101695,5,9,266,320
10984.636871508379,10269.152542372882,6,9,275,255
10984.636871508379,14658.71186440678,7,9,275,364
11424.022346368714,12041.084745762711,8,9,286,299
11463.966480446927,13370.033898305084,9,9,287,332
11903.351955307262,10269.152542372882,10,9,298,255
11863.40782122905,14658.71186440678,11,9,297,364
12382.68156424581,11960.542372881357,12,9,310,297
12342.737430167597,13370.033898305084,13,9,309,332
12822.067039106145,10631.593220338984,14,9,321,264
13261.45251396648,11960.542372881357,15,9,332,297
13181.564245810056,13370.033898305084,16,9,330,332
13620.94972067039,9383.186440677966,17,9,341,233
13620.94972067039,10671.864406779661,18,9,341,265
14100.279329608938,11960.542372881357,19,9,353,297
14060.335195530726,13289.49152542373,20,9,352,330
14499.720670391062,9383.186440677966,21,9,363,233
14539.664804469274,10671.864406779661,22,9,364,265
14979.05027932961,12846.50847457627,23,9,375,319
15458.379888268157,9383.186440677966,24,9,387,233
15378.491620111732,10712.135593220339,25,9,385,266
16297.206703910615,9342.915254237289,26,9,408,232
16297.206703910615,11155.118644067798,27,9,408,277
17215.921787709496,8899.93220338983,28,9,431,221
17136.03351955307,10712.135593220339,29,9,429,266
18014.804469273742,8940.203389830509,30,9,451,222
18094.692737430167,10228.881355932202,31,9,453,254
18973.463687150837,8940.203389830509,32,9,475,222
18973.463687150837,10269.152542372882,33,9,475,255
