X [m],Y [m],NUM,MODO,Index_x,Index_y
10105.86592178771,10551.050847457627,1,9,253,262
10025.977653631286,12886.77966101695,2,9,251,320
10385.474860335196,14135.186440677966,3,9,260,351
10665.083798882682,10188.610169491525,4,9,267,253
10625.13966480447,12484.06779661017,5,9,266,310
10944.692737430167,14215.728813559323,6,9,274,353
11224.301675977653,10389.966101694916,7,9,281,258
11184.35754189944,12403.525423728814,8,9,280,308
12143.016759776536,13531.118644067798,9,9,304,336
11783.519553072625,10389.966101694916,10,9,295,258
11743.575418994413,11678.64406779661,11,9,294,290
12702.234636871508,13531.118644067798,12,9,318,336
11543.854748603351,14779.525423728814,13,9,289,367
12342.737430167597,10631.593220338984,14,9,309,264
12382.68156424581,11880.0,15,9,310,295
12901.95530726257,10631.593220338984,16,9,323,264
12941.899441340782,12121.627118644068,17,9,324,301
13501.117318435754,11718.915254237289,18,9,338,291
13541.061452513966,13007.593220338984,19,9,339,323
13581.005586592179,9383.186440677966,20,9,340,233
14100.279329608938,11920.271186440677,21,9,353,296
14100.279329608938,13249.22033898305,22,9,353,329
14220.111731843575,9463.728813559323,23,9,356,235
14659.49720670391,10752.406779661016,24,9,367,267
14659.49720670391,12645.152542372882,25,9,367,314
14859.217877094972,9463.728813559323,26,9,372,235
15218.715083798883,10752.406779661016,27,9,381,267
15618.156424581006,9423.457627118643,28,9,391,234
15777.932960893855,10873.22033898305,29,9,395,270
16217.31843575419,9504.0,30,9,406,236
16337.150837988827,11114.847457627118,31,9,409,276
16816.480446927373,9383.186440677966,32,9,421,233
16936.312849162012,10994.033898305084,33,9,424,273
17415.64245810056,9222.101694915254,34,9,436,229
17575.41899441341,10631.593220338984,35,9,440,264
18014.804469273742,9061.016949152543,36,9,451,225
18174.58100558659,10389.966101694916,37,9,455,258
18613.96648044693,9141.559322033898,38,9,466,227
18773.743016759778,10551.050847457627,39,9,470,262
19213.12849162011,9262.372881355932,40,9,481,230
