X [m],Y [m]
11144.413,14940.61
11184.358,14940.61
11224.302,14940.61
11264.246,14940.61
11304.19,14940.61
11344.134,14940.61
11384.078,14940.61
11424.022,14940.61
11463.966,14940.61
11503.911,14940.61
11543.855,14940.61
11583.799,14940.61
11623.743,14940.61
11663.687,14940.61
11703.631,14940.61
11743.575,14940.61
11783.52,14940.61
11823.464,14940.61
10225.698,14900.339
10265.642,14900.339
10305.587,14900.339
10345.531,14900.339
10385.475,14900.339
10425.419,14900.339
10465.363,14900.339
10505.307,14900.339
10545.251,14900.339
10585.196,14900.339
10625.14,14900.339
10665.084,14900.339
10705.028,14900.339
10744.972,14900.339
10784.916,14900.339
10824.86,14900.339
10864.804,14900.339
10904.749,14900.339
10944.693,14900.339
10984.637,14900.339
11024.581,14900.339
11064.525,14900.339
11104.469,14900.339
11144.413,14900.339
11184.358,14900.339
11224.302,14900.339
11264.246,14900.339
11304.19,14900.339
11344.134,14900.339
11384.078,14900.339
11424.022,14900.339
11463.966,14900.339
11503.911,14900.339
11543.855,14900.339
11583.799,14900.339
11623.743,14900.339
11663.687,14900.339
11703.631,14900.339
11743.575,14900.339
11783.52,14900.339
11823.464,14900.339
11863.408,14900.339
10225.698,14860.068
10265.642,14860.068
10305.587,14860.068
10345.531,14860.068
10385.475,14860.068
10425.419,14860.068
10465.363,14860.068
10505.307,14860.068
10545.251,14860.068
10585.196,14860.068
10625.14,14860.068
10665.084,14860.068
10705.028,14860.068
10744.972,14860.068
10784.916,14860.068
10824.86,14860.068
10864.804,14860.068
10904.749,14860.068
10944.693,14860.068
10984.637,14860.068
11024.581,14860.068
11064.525,14860.068
11104.469,14860.068
11144.413,14860.068
11184.358,14860.068
11224.302,14860.068
11264.246,14860.068
11304.19,14860.068
11344.134,14860.068
11384.078,14860.068
11424.022,14860.068
11463.966,14860.068
11503.911,14860.068
11543.855,14860.068
11583.799,14860.068
11623.743,14860.068
11663.687,14860.068
11703.631,14860.068
11743.575,14860.068
11783.52,14860.068
11823.464,14860.068
11863.408,14860.068
10225.698,14819.797
10265.642,14819.797
10305.587,14819.797
10345.531,14819.797
10385.475,14819.797
10425.419,14819.797
10465.363,14819.797
10505.307,14819.797
10545.251,14819.797
10585.196,14819.797
10625.14,14819.797
10665.084,14819.797
10705.028,14819.797
10744.972,14819.797
10784.916,14819.797
10824.86,14819.797
10864.804,14819.797
10904.749,14819.797
10944.693,14819.797
10984.637,14819.797
11024.581,14819.797
11064.525,14819.797
11104.469,14819.797
11144.413,14819.797
11184.358,14819.797
11224.302,14819.797
11264.246,14819.797
11304.19,14819.797
11344.134,14819.797
11384.078,14819.797
11424.022,14819.797
11463.966,14819.797
11503.911,14819.797
11543.855,14819.797
11583.799,14819.797
11623.743,14819.797
11663.687,14819.797
11703.631,14819.797
11743.575,14819.797
11783.52,14819.797
11823.464,14819.797
11863.408,14819.797
10225.698,14779.525
10265.642,14779.525
10305.587,14779.525
10345.531,14779.525
10385.475,14779.525
10425.419,14779.525
10465.363,14779.525
10505.307,14779.525
10545.251,14779.525
10585.196,14779.525
10625.14,14779.525
10665.084,14779.525
10705.028,14779.525
10744.972,14779.525
10784.916,14779.525
10824.86,14779.525
10864.804,14779.525
10904.749,14779.525
10944.693,14779.525
10984.637,14779.525
11024.581,14779.525
11064.525,14779.525
11104.469,14779.525
11144.413,14779.525
11184.358,14779.525
11224.302,14779.525
11264.246,14779.525
11304.19,14779.525
11344.134,14779.525
11384.078,14779.525
11424.022,14779.525
11463.966,14779.525
11503.911,14779.525
11543.855,14779.525
11583.799,14779.525
11623.743,14779.525
11663.687,14779.525
11703.631,14779.525
11743.575,14779.525
11783.52,14779.525
11823.464,14779.525
11863.408,14779.525
10145.81,14739.254
10185.754,14739.254
10225.698,14739.254
10265.642,14739.254
10305.587,14739.254
10345.531,14739.254
10385.475,14739.254
10425.419,14739.254
10465.363,14739.254
10505.307,14739.254
10545.251,14739.254
10585.196,14739.254
10625.14,14739.254
10665.084,14739.254
10705.028,14739.254
10744.972,14739.254
10784.916,14739.254
10824.86,14739.254
10864.804,14739.254
10904.749,14739.254
10944.693,14739.254
10984.637,14739.254
11024.581,14739.254
11064.525,14739.254
11104.469,14739.254
11144.413,14739.254
11184.358,14739.254
11224.302,14739.254
11264.246,14739.254
11304.19,14739.254
11344.134,14739.254
11384.078,14739.254
11424.022,14739.254
11463.966,14739.254
11503.911,14739.254
11543.855,14739.254
11583.799,14739.254
11623.743,14739.254
11663.687,14739.254
11703.631,14739.254
11743.575,14739.254
11783.52,14739.254
11823.464,14739.254
11863.408,14739.254
10145.81,14698.983
10185.754,14698.983
10225.698,14698.983
10265.642,14698.983
10305.587,14698.983
10345.531,14698.983
10385.475,14698.983
10425.419,14698.983
10465.363,14698.983
10505.307,14698.983
10545.251,14698.983
10585.196,14698.983
10625.14,14698.983
10665.084,14698.983
10705.028,14698.983
10744.972,14698.983
10784.916,14698.983
10824.86,14698.983
10864.804,14698.983
10904.749,14698.983
10944.693,14698.983
10984.637,14698.983
11024.581,14698.983
11064.525,14698.983
11104.469,14698.983
11144.413,14698.983
11184.358,14698.983
11224.302,14698.983
11264.246,14698.983
11304.19,14698.983
11344.134,14698.983
11384.078,14698.983
11424.022,14698.983
11463.966,14698.983
11503.911,14698.983
11543.855,14698.983
11583.799,14698.983
11623.743,14698.983
11663.687,14698.983
11703.631,14698.983
11743.575,14698.983
11783.52,14698.983
11823.464,14698.983
11863.408,14698.983
10105.866,14658.712
10145.81,14658.712
10185.754,14658.712
10225.698,14658.712
10265.642,14658.712
10305.587,14658.712
10345.531,14658.712
10385.475,14658.712
10425.419,14658.712
10465.363,14658.712
10505.307,14658.712
10545.251,14658.712
10585.196,14658.712
10625.14,14658.712
10665.084,14658.712
10705.028,14658.712
10744.972,14658.712
10784.916,14658.712
10824.86,14658.712
10864.804,14658.712
10904.749,14658.712
10944.693,14658.712
10984.637,14658.712
11024.581,14658.712
11064.525,14658.712
11104.469,14658.712
11144.413,14658.712
11184.358,14658.712
11224.302,14658.712
11264.246,14658.712
11304.19,14658.712
11344.134,14658.712
11384.078,14658.712
11424.022,14658.712
11463.966,14658.712
11503.911,14658.712
11543.855,14658.712
11583.799,14658.712
11623.743,14658.712
11663.687,14658.712
11703.631,14658.712
11743.575,14658.712
11783.52,14658.712
11823.464,14658.712
11863.408,14658.712
10105.866,14618.441
10145.81,14618.441
10185.754,14618.441
10225.698,14618.441
10265.642,14618.441
10305.587,14618.441
10345.531,14618.441
10385.475,14618.441
10425.419,14618.441
10465.363,14618.441
10505.307,14618.441
10545.251,14618.441
10585.196,14618.441
10625.14,14618.441
10665.084,14618.441
10705.028,14618.441
10744.972,14618.441
10784.916,14618.441
10824.86,14618.441
10864.804,14618.441
10904.749,14618.441
10944.693,14618.441
10984.637,14618.441
11024.581,14618.441
11064.525,14618.441
11104.469,14618.441
11144.413,14618.441
11184.358,14618.441
11224.302,14618.441
11264.246,14618.441
11304.19,14618.441
11344.134,14618.441
11384.078,14618.441
11424.022,14618.441
11463.966,14618.441
11503.911,14618.441
11543.855,14618.441
11583.799,14618.441
11623.743,14618.441
11663.687,14618.441
11703.631,14618.441
11743.575,14618.441
11783.52,14618.441
11823.464,14618.441
11863.408,14618.441
10105.866,14578.169
10145.81,14578.169
10185.754,14578.169
10225.698,14578.169
10265.642,14578.169
10305.587,14578.169
10345.531,14578.169
10385.475,14578.169
10425.419,14578.169
10465.363,14578.169
10505.307,14578.169
10545.251,14578.169
10585.196,14578.169
10625.14,14578.169
10665.084,14578.169
10705.028,14578.169
10744.972,14578.169
10784.916,14578.169
10824.86,14578.169
10864.804,14578.169
10904.749,14578.169
10944.693,14578.169
10984.637,14578.169
11024.581,14578.169
11064.525,14578.169
11104.469,14578.169
11144.413,14578.169
11184.358,14578.169
11224.302,14578.169
11264.246,14578.169
11304.19,14578.169
11344.134,14578.169
11384.078,14578.169
11424.022,14578.169
11463.966,14578.169
11503.911,14578.169
11543.855,14578.169
11583.799,14578.169
11623.743,14578.169
11663.687,14578.169
11703.631,14578.169
11743.575,14578.169
11783.52,14578.169
11823.464,14578.169
11863.408,14578.169
10105.866,14537.898
10145.81,14537.898
10185.754,14537.898
10225.698,14537.898
10265.642,14537.898
10305.587,14537.898
10345.531,14537.898
10385.475,14537.898
10425.419,14537.898
10465.363,14537.898
10505.307,14537.898
10545.251,14537.898
10585.196,14537.898
10625.14,14537.898
10665.084,14537.898
10705.028,14537.898
10744.972,14537.898
10784.916,14537.898
10824.86,14537.898
10864.804,14537.898
10904.749,14537.898
10944.693,14537.898
10984.637,14537.898
11024.581,14537.898
11064.525,14537.898
11104.469,14537.898
11144.413,14537.898
11184.358,14537.898
11224.302,14537.898
11264.246,14537.898
11304.19,14537.898
11344.134,14537.898
11384.078,14537.898
11424.022,14537.898
11463.966,14537.898
11503.911,14537.898
11543.855,14537.898
11583.799,14537.898
11623.743,14537.898
11663.687,14537.898
11743.575,14537.898
11783.52,14537.898
11823.464,14537.898
11863.408,14537.898
11903.352,14537.898
10065.922,14497.627
10105.866,14497.627
10145.81,14497.627
10185.754,14497.627
10225.698,14497.627
10265.642,14497.627
10305.587,14497.627
10345.531,14497.627
10385.475,14497.627
10425.419,14497.627
10465.363,14497.627
10505.307,14497.627
10545.251,14497.627
10585.196,14497.627
10625.14,14497.627
10665.084,14497.627
10705.028,14497.627
10744.972,14497.627
10784.916,14497.627
10824.86,14497.627
10864.804,14497.627
10904.749,14497.627
10944.693,14497.627
10984.637,14497.627
11024.581,14497.627
11064.525,14497.627
11104.469,14497.627
11144.413,14497.627
11184.358,14497.627
11224.302,14497.627
11264.246,14497.627
11304.19,14497.627
11344.134,14497.627
11384.078,14497.627
11424.022,14497.627
11463.966,14497.627
11503.911,14497.627
11543.855,14497.627
11583.799,14497.627
11623.743,14497.627
11663.687,14497.627
11703.631,14497.627
11743.575,14497.627
11783.52,14497.627
11823.464,14497.627
11863.408,14497.627
11903.352,14497.627
10065.922,14457.356
10105.866,14457.356
10145.81,14457.356
10185.754,14457.356
10225.698,14457.356
10265.642,14457.356
10305.587,14457.356
10345.531,14457.356
10385.475,14457.356
10425.419,14457.356
10465.363,14457.356
10505.307,14457.356
10545.251,14457.356
10585.196,14457.356
10625.14,14457.356
10665.084,14457.356
10705.028,14457.356
10744.972,14457.356
10784.916,14457.356
10824.86,14457.356
10864.804,14457.356
10904.749,14457.356
10944.693,14457.356
10984.637,14457.356
11024.581,14457.356
11064.525,14457.356
11104.469,14457.356
11144.413,14457.356
11184.358,14457.356
11224.302,14457.356
11264.246,14457.356
11304.19,14457.356
11344.134,14457.356
11384.078,14457.356
11424.022,14457.356
11463.966,14457.356
11503.911,14457.356
11543.855,14457.356
11583.799,14457.356
11623.743,14457.356
11703.631,14457.356
11743.575,14457.356
11783.52,14457.356
11823.464,14457.356
11863.408,14457.356
11903.352,14457.356
11943.296,14457.356
10025.978,14417.085
10065.922,14417.085
10105.866,14417.085
10145.81,14417.085
10185.754,14417.085
10225.698,14417.085
10265.642,14417.085
10305.587,14417.085
10345.531,14417.085
10385.475,14417.085
10425.419,14417.085
10465.363,14417.085
10505.307,14417.085
10545.251,14417.085
10585.196,14417.085
10625.14,14417.085
10665.084,14417.085
10705.028,14417.085
10744.972,14417.085
10784.916,14417.085
10824.86,14417.085
10864.804,14417.085
10904.749,14417.085
10944.693,14417.085
10984.637,14417.085
11024.581,14417.085
11064.525,14417.085
11104.469,14417.085
11144.413,14417.085
11184.358,14417.085
11224.302,14417.085
11264.246,14417.085
11304.19,14417.085
11344.134,14417.085
11384.078,14417.085
11424.022,14417.085
11463.966,14417.085
11503.911,14417.085
11543.855,14417.085
11583.799,14417.085
11623.743,14417.085
11663.687,14417.085
11703.631,14417.085
11743.575,14417.085
11783.52,14417.085
11823.464,14417.085
11863.408,14417.085
11903.352,14417.085
11943.296,14417.085
9986.034,14376.814
10025.978,14376.814
10065.922,14376.814
10105.866,14376.814
10145.81,14376.814
10185.754,14376.814
10225.698,14376.814
10265.642,14376.814
10305.587,14376.814
10345.531,14376.814
10385.475,14376.814
10425.419,14376.814
10465.363,14376.814
10505.307,14376.814
10545.251,14376.814
10585.196,14376.814
10625.14,14376.814
10665.084,14376.814
10705.028,14376.814
10744.972,14376.814
10784.916,14376.814
10824.86,14376.814
10864.804,14376.814
10904.749,14376.814
10944.693,14376.814
10984.637,14376.814
11024.581,14376.814
11064.525,14376.814
11104.469,14376.814
11144.413,14376.814
11184.358,14376.814
11224.302,14376.814
11264.246,14376.814
11304.19,14376.814
11344.134,14376.814
11384.078,14376.814
11424.022,14376.814
11463.966,14376.814
11503.911,14376.814
11543.855,14376.814
11583.799,14376.814
11663.687,14376.814
11703.631,14376.814
11743.575,14376.814
11783.52,14376.814
11823.464,14376.814
11863.408,14376.814
11903.352,14376.814
11943.296,14376.814
9986.034,14336.542
10025.978,14336.542
10065.922,14336.542
10105.866,14336.542
10145.81,14336.542
10185.754,14336.542
10225.698,14336.542
10265.642,14336.542
10305.587,14336.542
10345.531,14336.542
10385.475,14336.542
10425.419,14336.542
10465.363,14336.542
10505.307,14336.542
10545.251,14336.542
10585.196,14336.542
10625.14,14336.542
10665.084,14336.542
10705.028,14336.542
10744.972,14336.542
10784.916,14336.542
10824.86,14336.542
10864.804,14336.542
10904.749,14336.542
10944.693,14336.542
10984.637,14336.542
11024.581,14336.542
11064.525,14336.542
11104.469,14336.542
11144.413,14336.542
11184.358,14336.542
11224.302,14336.542
11264.246,14336.542
11304.19,14336.542
11344.134,14336.542
11384.078,14336.542
11424.022,14336.542
11463.966,14336.542
11503.911,14336.542
11543.855,14336.542
11583.799,14336.542
11623.743,14336.542
11663.687,14336.542
11703.631,14336.542
11743.575,14336.542
11783.52,14336.542
11823.464,14336.542
11863.408,14336.542
11903.352,14336.542
11943.296,14336.542
9986.034,14296.271
10025.978,14296.271
10065.922,14296.271
10105.866,14296.271
10145.81,14296.271
10185.754,14296.271
10225.698,14296.271
10265.642,14296.271
10305.587,14296.271
10345.531,14296.271
10385.475,14296.271
10425.419,14296.271
10465.363,14296.271
10505.307,14296.271
10545.251,14296.271
10585.196,14296.271
10625.14,14296.271
10665.084,14296.271
10705.028,14296.271
10744.972,14296.271
10784.916,14296.271
10824.86,14296.271
10864.804,14296.271
10904.749,14296.271
10944.693,14296.271
10984.637,14296.271
11024.581,14296.271
11064.525,14296.271
11104.469,14296.271
11144.413,14296.271
11184.358,14296.271
11224.302,14296.271
11264.246,14296.271
11304.19,14296.271
11344.134,14296.271
11384.078,14296.271
11424.022,14296.271
11463.966,14296.271
11503.911,14296.271
11543.855,14296.271
11583.799,14296.271
11623.743,14296.271
11663.687,14296.271
11703.631,14296.271
11743.575,14296.271
11783.52,14296.271
11823.464,14296.271
11863.408,14296.271
11903.352,14296.271
11943.296,14296.271
9986.034,14256.0
10025.978,14256.0
10065.922,14256.0
10105.866,14256.0
10145.81,14256.0
10185.754,14256.0
10225.698,14256.0
10265.642,14256.0
10305.587,14256.0
10345.531,14256.0
10385.475,14256.0
10425.419,14256.0
10465.363,14256.0
10505.307,14256.0
10545.251,14256.0
10585.196,14256.0
10625.14,14256.0
10665.084,14256.0
10705.028,14256.0
10744.972,14256.0
10784.916,14256.0
10824.86,14256.0
10864.804,14256.0
10904.749,14256.0
10944.693,14256.0
10984.637,14256.0
11024.581,14256.0
11064.525,14256.0
11104.469,14256.0
11144.413,14256.0
11184.358,14256.0
11224.302,14256.0
11264.246,14256.0
11304.19,14256.0
11344.134,14256.0
11384.078,14256.0
11424.022,14256.0
11463.966,14256.0
11503.911,14256.0
11543.855,14256.0
11583.799,14256.0
11623.743,14256.0
11663.687,14256.0
11703.631,14256.0
11743.575,14256.0
11783.52,14256.0
11823.464,14256.0
11863.408,14256.0
11903.352,14256.0
11943.296,14256.0
9986.034,14215.729
10025.978,14215.729
10065.922,14215.729
10105.866,14215.729
10145.81,14215.729
10185.754,14215.729
10225.698,14215.729
10265.642,14215.729
10305.587,14215.729
10345.531,14215.729
10385.475,14215.729
10425.419,14215.729
10465.363,14215.729
10505.307,14215.729
10545.251,14215.729
10585.196,14215.729
10625.14,14215.729
10665.084,14215.729
10705.028,14215.729
10744.972,14215.729
10784.916,14215.729
10824.86,14215.729
10864.804,14215.729
10904.749,14215.729
10944.693,14215.729
10984.637,14215.729
11024.581,14215.729
11064.525,14215.729
11104.469,14215.729
11144.413,14215.729
11184.358,14215.729
11224.302,14215.729
11264.246,14215.729
11304.19,14215.729
11344.134,14215.729
11384.078,14215.729
11424.022,14215.729
11463.966,14215.729
11503.911,14215.729
11543.855,14215.729
11583.799,14215.729
11623.743,14215.729
11663.687,14215.729
11703.631,14215.729
11743.575,14215.729
11783.52,14215.729
11823.464,14215.729
11863.408,14215.729
11903.352,14215.729
11943.296,14215.729
11983.24,14215.729
9986.034,14175.458
10025.978,14175.458
10065.922,14175.458
10105.866,14175.458
10145.81,14175.458
10185.754,14175.458
10225.698,14175.458
10265.642,14175.458
10305.587,14175.458
10345.531,14175.458
10385.475,14175.458
10425.419,14175.458
10465.363,14175.458
10505.307,14175.458
10545.251,14175.458
10585.196,14175.458
10625.14,14175.458
10665.084,14175.458
10705.028,14175.458
10744.972,14175.458
10784.916,14175.458
10824.86,14175.458
10864.804,14175.458
10904.749,14175.458
10944.693,14175.458
10984.637,14175.458
11024.581,14175.458
11064.525,14175.458
11104.469,14175.458
11144.413,14175.458
11184.358,14175.458
11224.302,14175.458
11264.246,14175.458
11304.19,14175.458
11344.134,14175.458
11384.078,14175.458
11424.022,14175.458
11463.966,14175.458
11503.911,14175.458
11543.855,14175.458
11583.799,14175.458
11623.743,14175.458
11663.687,14175.458
11703.631,14175.458
11743.575,14175.458
11783.52,14175.458
11823.464,14175.458
11863.408,14175.458
11903.352,14175.458
11943.296,14175.458
11983.24,14175.458
9906.145,14135.186
9946.089,14135.186
9986.034,14135.186
10025.978,14135.186
10065.922,14135.186
10105.866,14135.186
10145.81,14135.186
10185.754,14135.186
10225.698,14135.186
10265.642,14135.186
10305.587,14135.186
10345.531,14135.186
10385.475,14135.186
10425.419,14135.186
10465.363,14135.186
10505.307,14135.186
10545.251,14135.186
10585.196,14135.186
10625.14,14135.186
10665.084,14135.186
10705.028,14135.186
10744.972,14135.186
10784.916,14135.186
10824.86,14135.186
10864.804,14135.186
10904.749,14135.186
10944.693,14135.186
10984.637,14135.186
11024.581,14135.186
11064.525,14135.186
11104.469,14135.186
11144.413,14135.186
11184.358,14135.186
11224.302,14135.186
11264.246,14135.186
11304.19,14135.186
11344.134,14135.186
11384.078,14135.186
11424.022,14135.186
11463.966,14135.186
11543.855,14135.186
11583.799,14135.186
11623.743,14135.186
11663.687,14135.186
11703.631,14135.186
11743.575,14135.186
11783.52,14135.186
11823.464,14135.186
11863.408,14135.186
11903.352,14135.186
11943.296,14135.186
11983.24,14135.186
9906.145,14094.915
9946.089,14094.915
9986.034,14094.915
10025.978,14094.915
10065.922,14094.915
10105.866,14094.915
10145.81,14094.915
10185.754,14094.915
10225.698,14094.915
10265.642,14094.915
10305.587,14094.915
10345.531,14094.915
10385.475,14094.915
10425.419,14094.915
10465.363,14094.915
10505.307,14094.915
10545.251,14094.915
10585.196,14094.915
10625.14,14094.915
10665.084,14094.915
10705.028,14094.915
10744.972,14094.915
10784.916,14094.915
10824.86,14094.915
10864.804,14094.915
10904.749,14094.915
10944.693,14094.915
10984.637,14094.915
11024.581,14094.915
11064.525,14094.915
11104.469,14094.915
11144.413,14094.915
11184.358,14094.915
11224.302,14094.915
11264.246,14094.915
11304.19,14094.915
11344.134,14094.915
11384.078,14094.915
11424.022,14094.915
11463.966,14094.915
11503.911,14094.915
11543.855,14094.915
11583.799,14094.915
11623.743,14094.915
11663.687,14094.915
11703.631,14094.915
11743.575,14094.915
11783.52,14094.915
11823.464,14094.915
11863.408,14094.915
11903.352,14094.915
11943.296,14094.915
11983.24,14094.915
9906.145,14054.644
9946.089,14054.644
9986.034,14054.644
10025.978,14054.644
10065.922,14054.644
10105.866,14054.644
10145.81,14054.644
10185.754,14054.644
10225.698,14054.644
10265.642,14054.644
10305.587,14054.644
10345.531,14054.644
10385.475,14054.644
10425.419,14054.644
10465.363,14054.644
10505.307,14054.644
10545.251,14054.644
10585.196,14054.644
10625.14,14054.644
10665.084,14054.644
10705.028,14054.644
10744.972,14054.644
10784.916,14054.644
10824.86,14054.644
10864.804,14054.644
10904.749,14054.644
10944.693,14054.644
10984.637,14054.644
11024.581,14054.644
11064.525,14054.644
11104.469,14054.644
11144.413,14054.644
11184.358,14054.644
11224.302,14054.644
11264.246,14054.644
11304.19,14054.644
11344.134,14054.644
11384.078,14054.644
11424.022,14054.644
11463.966,14054.644
11503.911,14054.644
11543.855,14054.644
11583.799,14054.644
11623.743,14054.644
11663.687,14054.644
11703.631,14054.644
11743.575,14054.644
11783.52,14054.644
11823.464,14054.644
11863.408,14054.644
11903.352,14054.644
11943.296,14054.644
11983.24,14054.644
9866.201,14014.373
9906.145,14014.373
9946.089,14014.373
9986.034,14014.373
10025.978,14014.373
10065.922,14014.373
10105.866,14014.373
10145.81,14014.373
10185.754,14014.373
10225.698,14014.373
10265.642,14014.373
10305.587,14014.373
10345.531,14014.373
10385.475,14014.373
10425.419,14014.373
10465.363,14014.373
10505.307,14014.373
10545.251,14014.373
10585.196,14014.373
10625.14,14014.373
10665.084,14014.373
10705.028,14014.373
10744.972,14014.373
10784.916,14014.373
10824.86,14014.373
10864.804,14014.373
10904.749,14014.373
10944.693,14014.373
10984.637,14014.373
11024.581,14014.373
11064.525,14014.373
11104.469,14014.373
11144.413,14014.373
11184.358,14014.373
11224.302,14014.373
