Air Density [kg/m3]	1.225
3	92
3.5	201
4	338
4.5	499
5	725
5.5	1019
6	1353
6.5	1734
7	2146
7.5	2582
8	3013
8.5	3421
9	3802
9.5	4164
10	4506
10.5	4792
11	5001
11.5	5119
12	5164
12.5	5174
13	5179
13.5	5179
14	5179
14.5	5179
15	5179
15.5	5179
16	5179
16.5	5179
17	5179
17.5	5179
18	5179
18.5	5172
19	5135
19.5	5032
20	4842
20.5	4576
21	4249
21.5	3930
22	3597
22.5	3272
23	3003
23.5	2791
24	2594
