Air Density [kg/m3]	1.225
3	23
3.5	139
4	293
4.5	478
5	720
5.5	1012
6	1334
6.5	1670
7	1989
7.5	2289
8	2570
8.5	2839
9	3081
9.5	3272
10	3386
10.5	3427
11	3440
11.5	3452
12	3452
12.5	3452
13	3452
13.5	3452
14	3452
14.5	3452
15	3452
15.5	3452
16	3452
16.5	3452
17	3452
17.5	3452
18	3452
18.5	3452
19	3428
19.5	3344
20	3204
20.5	3041
21	2837
21.5	2608
22	2393
22.5	2196
23	2012
23.5	1850
24	1697
