Air Density [kg/m3]	1.225
3	92
3.5	201
4	339
4.5	505
5	737
5.5	1021
6	1354
6.5	1742
7	2174
7.5	2662
8	3187
8.5	3737
9	4293
9.5	4829
10	5243
10.5	5471
11	5581
11.5	5615
12	5623
12.5	5623
13	5623
13.5	5623
14	5623
14.5	5623
15	5623
15.5	5623
16	5623
16.5	5623
17	5623
17.5	5623
18	5623
18.5	5623
19	5572
19.5	5472
20	5262
20.5	4970
21	4655
21.5	4279
22	3916
22.5	3588
23	3284
23.5	3034
24	2803
