Iteración,Turbinas agregadas,Energia producida [MW],Tiempo de cálculo [s],Ruido receptor 1 [dB],Ruido receptor 2 [dB],Ruido receptor 3 [dB],Ruido receptor 4 [dB],Ruido receptor 5 [dB],Ruido receptor 6 [dB],Ruido receptor 7 [dB]
1,137,238286.2,0.2024153,34.36,38.96,39.57,40.0,28.67,22.03,21.99
2,49,87534.69999999998,175.9826249,34.4,39.64,38.19,39.43,29.99,20.08,19.8
3,49,87534.69999999998,8.6439762,34.36,39.6,38.2,39.23,30.21,20.15,19.84
4,49,87534.69999999997,7.6252681,34.09,39.58,37.8,38.83,30.21,20.17,19.87
5,49,88490.79999999997,9.9433396,33.97,39.27,37.83,38.74,30.36,20.21,19.9
6,49,88490.79999999997,7.2573533,33.81,39.02,37.63,38.48,30.34,20.23,19.91
7,49,88490.79999999999,7.2957145,33.76,39.53,37.85,38.36,30.38,20.23,19.91
8,49,88490.79999999997,7.9363571,33.61,39.53,37.68,38.44,30.39,20.24,19.93
9,49,88490.79999999999,7.0803337,33.68,39.6,37.89,38.48,30.42,20.26,19.95
10,49,88490.79999999999,8.0173262,33.49,38.74,37.53,38.56,30.39,20.25,19.93
11,49,88490.79999999997,6.9833807,33.55,39.16,37.75,38.6,30.43,20.26,19.95
12,49,88933.29999999997,10.1294813,33.36,38.64,37.64,38.76,30.41,20.27,19.95
13,49,88933.29999999999,7.1722431,33.39,38.71,37.62,38.75,30.44,20.27,19.96
14,49,88933.29999999999,7.2959926,33.36,38.34,37.62,38.71,30.35,20.25,19.94
15,49,88933.29999999999,9.9299161,33.28,38.73,37.26,38.72,30.4,20.26,19.94
16,49,88933.29999999999,6.9716208,33.35,38.75,37.49,38.78,30.43,20.27,19.95
17,49,88933.29999999997,7.2448219,33.39,38.75,37.75,38.79,30.44,20.27,19.96
18,49,88933.29999999999,7.1435743,33.39,38.75,37.75,38.8,30.44,20.27,19.96
19,49,88933.29999999999,7.1834397,33.39,38.75,37.75,38.82,30.44,20.28,19.96
20,49,88933.29999999997,6.883977,33.4,38.75,37.76,38.83,30.44,20.28,19.96
21,49,88933.29999999997,7.0199265,33.4,38.75,37.76,38.84,30.45,20.28,19.96
22,49,88933.29999999997,7.3072347,33.4,38.75,37.76,38.85,30.45,20.28,19.96
23,49,88933.29999999999,7.1551893,33.4,38.75,37.76,38.85,30.45,20.28,19.96
24,49,88933.29999999999,7.1007426,33.4,38.75,37.76,38.85,30.45,20.28,19.96
