Iteración,Turbinas agregadas,Energia producida [MW],Tiempo de cálculo [s],Ruido receptor 1 [dB],Ruido receptor 2 [dB],Ruido receptor 3 [dB],Ruido receptor 4 [dB],Ruido receptor 5 [dB],Ruido receptor 6 [dB],Ruido receptor 7 [dB]
53,40,71410.59999999999,4.6124993,32.88,39.79,35.53,37.69,29.7,19.37,19.12
54,40,71410.59999999999,7.1123702,32.65,39.58,35.24,37.57,29.8,19.41,19.13
55,40,71410.59999999999,4.725629,32.68,39.58,35.28,37.73,29.83,19.42,19.16
56,40,71410.59999999999,5.0612964,32.67,39.41,35.35,37.53,29.9,19.43,19.15
57,40,71410.59999999999,4.7315584,32.59,39.4,35.26,37.41,29.79,19.41,19.14
58,40,71410.59999999999,4.5107672,32.62,39.41,35.31,37.53,29.83,19.42,19.15
59,40,71410.59999999999,4.6899251,32.62,39.41,35.31,37.68,29.86,19.43,19.17
60,40,71410.59999999999,4.6389077,32.61,39.23,35.27,37.52,29.91,19.44,19.16
61,40,71410.59999999998,4.7511159,32.78,39.42,35.41,37.34,29.79,19.41,19.14
62,40,71410.59999999999,4.6861382,32.8,39.43,35.43,37.45,29.83,19.42,19.15
63,40,71410.59999999998,7.4859434,32.73,39.42,35.4,37.26,29.83,19.42,19.15
64,40,71410.59999999999,4.9680072,32.59,39.24,35.16,37.15,29.87,19.43,19.14
65,40,71410.59999999999,4.9156884,32.58,39.08,35.18,36.99,29.75,19.4,19.12
66,40,71410.59999999999,4.8091743,32.67,39.09,35.16,36.85,29.8,19.41,19.12
67,40,71410.59999999999,4.5394518,32.61,38.93,35.25,36.79,29.75,19.4,19.12
68,40,71410.6,4.5508579,32.67,38.95,35.28,36.82,29.79,19.41,19.14
69,40,71410.59999999999,4.4217245,32.68,38.95,35.29,36.87,29.83,19.42,19.16
70,40,71410.6,4.8399516,32.6,38.95,35.23,36.76,29.79,19.41,19.14
71,40,71410.59999999999,4.532466,32.62,38.94,35.25,36.64,29.89,19.43,19.15
72,40,71410.6,4.6969612,32.49,38.79,35.22,36.6,29.78,19.4,19.13
73,40,71410.59999999999,4.7377712,32.55,38.8,35.29,36.62,29.81,19.41,19.14
74,40,71410.59999999999,4.8058112,32.49,38.78,35.39,36.55,29.9,19.43,19.15
75,40,71410.59999999999,4.6393388,32.53,38.77,35.5,36.56,29.79,19.41,19.13
76,40,71410.59999999999,5.4377071,32.54,38.91,35.5,36.39,29.83,19.42,19.12
77,40,71410.59999999999,5.4753359,32.43,39.04,35.28,36.28,29.71,19.39,19.11
78,40,71410.59999999999,4.8579568,32.41,38.88,35.28,36.28,29.79,19.41,19.11
79,40,71410.6,4.7489446,32.55,39.01,35.48,36.26,29.73,19.39,19.11
80,40,71410.59999999999,4.7974547,32.61,39.06,35.49,36.22,29.77,19.4,19.13
81,40,71410.59999999999,4.6316071,32.63,39.07,35.53,36.2,29.81,19.41,19.14
82,40,71410.6,4.701091,32.59,39.08,35.42,36.2,29.84,19.41,19.12
83,40,71410.6,4.6806959,32.61,39.07,35.49,36.21,29.73,19.38,19.11
84,40,71410.59999999999,4.8132444,32.68,39.09,35.52,36.18,29.77,19.39,19.12
85,40,71410.59999999999,4.8686735,32.7,39.09,35.56,36.17,29.8,19.4,19.14
86,40,71410.59999999999,4.7334777,32.54,38.92,35.35,36.23,29.77,19.4,19.13
87,40,71410.6,4.88833,32.59,38.93,35.41,36.2,29.81,19.41,19.15
88,40,71410.59999999999,4.7719431,32.52,38.92,35.26,36.21,29.79,19.41,19.14
89,40,71410.59999999999,6.1843997,32.57,38.93,35.32,36.18,29.83,19.42,19.16
90,40,71410.59999999999,4.6980281,32.59,39.08,35.2,36.14,29.87,19.43,19.15
91,40,71410.59999999999,5.3240335,32.57,39.24,35.04,36.07,29.79,19.42,19.15
92,40,71410.59999999999,5.0205132,32.67,39.07,35.25,36.0,29.82,19.42,19.14
93,40,71410.59999999999,4.8004246,32.67,39.07,35.18,35.95,29.71,19.4,19.13
94,40,71410.6,5.4461723,32.73,39.07,35.37,35.98,29.72,19.41,19.13
95,40,71410.6,4.7713353,32.79,39.09,35.39,35.9,29.76,19.42,19.14
96,40,71410.59999999999,4.5335785,32.74,38.93,35.41,35.94,29.79,19.42,19.12
97,40,71410.6,4.659652,32.82,39.07,35.59,35.84,29.81,19.42,19.13
98,40,71410.6,4.6091234,32.71,39.18,35.48,35.85,29.85,19.43,19.14
99,40,71410.59999999999,4.7508728,32.54,38.99,35.31,35.89,29.86,19.44,19.15
100,40,71410.6,4.8610153,32.54,38.84,35.24,35.9,29.87,19.45,19.15
101,40,71853.09999999999,4.8031614,32.55,38.83,35.39,35.86,29.86,19.44,19.14
102,40,71853.1,4.5907573,32.55,38.96,35.57,35.84,29.87,19.45,19.15
103,40,71853.09999999999,4.7161037,32.56,38.78,35.64,35.78,29.86,19.45,19.16
104,40,71853.09999999999,7.3068204,32.55,38.91,35.59,35.87,29.86,19.45,19.15
105,40,71853.09999999998,4.6369155,32.67,39.03,35.73,35.85,29.85,19.45,19.15
106,40,71853.1,5.5242624,32.63,38.9,35.82,35.84,29.87,19.46,19.16
107,40,71853.09999999999,4.6938979,32.78,39.02,36.12,35.83,29.85,19.44,19.14
108,40,71853.09999999999,4.5508363,32.72,38.98,36.31,35.81,29.82,19.44,19.14
109,40,71853.1,7.2214988,32.82,38.83,36.42,35.83,29.86,19.45,19.15
110,40,71853.1,4.5304858,32.86,38.85,36.38,35.83,29.85,19.44,19.15
111,40,71853.09999999999,4.8334052,32.87,38.74,36.78,35.83,29.82,19.44,19.14
112,40,71853.1,12.990596,32.93,38.44,36.62,35.83,29.78,19.44,19.13
113,40,71853.09999999999,4.7238194,33.04,38.22,37.02,35.79,29.91,19.47,19.16
114,40,71853.09999999999,4.5975615,33.12,37.98,36.93,35.8,29.91,19.47,19.15
115,40,71853.09999999999,4.5622001,33.14,37.58,36.84,35.87,29.88,19.46,19.15
116,40,71853.1,4.6443549,33.33,37.25,36.84,35.91,29.93,19.47,19.15
117,40,71853.09999999999,4.6508704,33.5,36.94,37.19,35.89,29.88,19.47,19.15
118,40,71853.09999999999,4.5688413,33.57,36.94,37.69,35.9,29.89,19.48,19.16
119,40,71853.09999999999,4.6118676,33.67,37.41,38.02,35.83,29.94,19.48,19.16
120,40,71853.1,4.64239,33.54,36.83,37.58,35.86,29.91,19.47,19.17
121,40,71853.09999999999,4.5676146,33.7,36.7,37.44,35.85,29.92,19.48,19.17
122,40,71853.09999999999,4.6579186,33.76,36.83,37.14,35.89,29.94,19.48,19.17
123,40,71853.1,4.6208749,33.97,36.75,37.08,35.92,29.92,19.49,19.17
124,40,71853.09999999999,4.5458903,33.96,37.1,36.84,35.88,29.9,19.49,19.18
125,40,71853.09999999999,4.6706764,34.27,36.81,37.13,35.86,29.9,19.49,19.18
126,40,71853.09999999999,4.4861735,34.0,36.81,37.13,35.92,29.91,19.48,19.17
127,40,71853.1,6.644085,33.9,36.97,36.95,35.89,29.89,19.48,19.18
128,40,71853.09999999999,4.4645081,33.77,36.66,36.62,35.91,29.9,19.49,19.18
129,40,71853.1,4.7185917,33.96,36.38,36.72,35.86,29.93,19.49,19.2
130,40,71853.1,4.6634029,33.69,36.65,36.36,35.93,29.92,19.49,19.19
131,40,71853.09999999999,4.6586821,33.79,36.92,36.27,35.9,29.93,19.5,19.19
132,40,71853.09999999999,4.7677179,33.73,36.59,36.24,35.86,29.93,19.5,19.19
133,40,71853.09999999999,4.5701474,33.78,36.91,36.24,35.85,29.97,19.51,19.2
134,40,71853.09999999999,4.7276568,33.67,37.3,36.49,35.85,29.94,19.5,19.2
135,40,71853.1,4.7374589,33.66,37.83,36.8,35.9,29.94,19.5,19.21
136,40,71853.09999999999,4.6041945,33.47,38.66,36.37,35.88,29.94,19.5,19.2
137,40,71853.09999999998,4.6652657,33.3,38.14,35.99,35.87,29.92,19.51,19.21
138,40,71853.09999999999,4.6009427,33.27,38.65,36.06,35.92,29.95,19.51,19.21
139,40,71853.09999999999,4.5972821,33.33,39.28,36.16,35.89,29.92,19.5,19.2
140,40,71853.09999999999,4.4772258,33.48,38.3,36.55,36.0,29.95,19.51,19.2
141,40,71853.1,4.6586424,33.47,38.09,36.65,36.23,29.96,19.52,19.22
142,40,71853.1,4.6478219,33.39,37.59,36.32,36.29,29.94,19.51,19.21
143,40,71853.09999999999,4.5935048,33.21,38.09,36.41,36.27,29.91,19.51,19.21
144,40,71853.09999999998,4.6901755,33.37,38.05,36.46,36.32,29.92,19.51,19.21
145,40,71853.09999999999,4.5563508,33.45,38.65,36.63,36.35,29.92,19.5,19.2
146,40,71853.1,4.654348,33.71,39.26,36.84,36.34,29.96,19.5,19.2
147,40,71853.1,4.4517318,33.73,39.94,36.67,36.28,29.99,19.52,19.23
148,40,71853.09999999999,4.5622794,33.92,38.87,37.17,36.39,29.99,19.52,19.2
149,40,71853.09999999999,4.5846872,33.94,37.93,37.76,36.51,30.04,19.53,19.2
150,40,71853.09999999999,4.4599166,33.84,38.41,37.58,36.54,29.95,19.51,19.19
151,40,71853.1,4.5709376,33.9,38.92,37.34,36.51,29.96,19.52,19.22
152,40,71853.09999999999,4.687194,34.05,37.98,37.95,36.54,29.96,19.52,19.2
153,40,71853.09999999999,4.4925956,34.12,38.44,37.67,36.52,29.97,19.53,19.24
154,40,71853.09999999999,4.6268962,33.87,39.37,37.31,36.57,29.95,19.52,19.21
155,40,71853.09999999999,4.5714672,34.04,38.36,37.95,36.59,29.97,19.53,19.2
156,40,71853.09999999999,4.4705828,34.11,38.8,37.67,36.58,29.98,19.54,19.24
157,40,71853.1,4.5525147,33.93,39.17,37.64,36.58,29.96,19.53,19.23
158,40,71853.09999999999,4.6218698,34.09,38.25,38.33,36.6,29.97,19.53,19.2
159,40,71853.1,4.5000476,34.16,38.6,38.0,36.6,29.98,19.54,19.24
160,40,71853.1,4.5169367,33.98,38.31,38.74,36.57,29.95,19.52,19.21
161,40,71853.1,4.6084242,34.22,37.88,38.37,36.51,29.97,19.52,19.2
162,40,71853.09999999999,4.7185493,34.05,37.46,39.23,36.48,29.96,19.52,19.2
163,40,71853.1,4.5104403,34.14,37.54,38.74,36.51,29.97,19.53,19.24
164,40,71853.09999999999,4.6240063,33.87,36.99,38.31,36.47,29.96,19.52,19.22
165,40,71853.1,4.6854381,33.95,37.08,37.87,36.45,29.91,19.5,19.2
166,40,71853.09999999999,4.6669794,33.89,36.54,38.74,36.42,29.94,19.5,19.19
167,40,71853.1,4.6302269,34.01,36.63,38.26,36.47,29.95,19.52,19.22
168,40,71853.1,4.7097711,34.09,36.57,37.54,36.42,29.83,19.49,19.2
169,40,71853.09999999998,4.5454322,33.97,36.18,37.93,36.44,29.96,19.52,19.22
170,40,71853.09999999999,4.6289501,33.8,35.89,37.86,36.47,29.83,19.49,19.2
171,40,71853.09999999999,4.4707089,33.73,35.79,38.19,36.47,29.93,19.52,19.22
172,40,71853.1,6.6847843,33.7,36.22,38.16,36.51,29.88,19.51,19.2
173,40,71853.1,4.4159997,33.74,35.93,37.81,36.46,29.94,19.52,19.22
174,40,71853.09999999999,4.5917182,33.94,35.72,37.81,36.51,29.88,19.5,19.22
175,40,71853.09999999999,4.5657062,33.78,35.88,37.78,36.44,29.97,19.53,19.23
176,40,71853.1,4.6573073,33.74,35.97,37.77,36.53,29.85,19.5,19.22
177,40,71853.09999999999,4.591394,33.57,35.89,38.15,36.49,29.96,19.52,19.22
178,40,71853.09999999999,4.6097385,33.24,35.83,38.01,36.55,29.95,19.52,19.21
179,40,71853.1,4.6647944,33.44,35.81,38.95,36.48,29.98,19.53,19.22
180,40,71853.09999999999,4.6545731,33.21,35.79,37.99,36.47,30.02,19.55,19.26
181,40,71853.1,4.6631716,33.45,36.04,38.12,36.47,29.92,19.52,19.23
182,40,71853.09999999999,4.7398141,33.41,36.08,39.03,36.5,30.02,19.55,19.26
183,40,71853.09999999999,4.5365695,33.26,35.93,38.05,36.49,29.95,19.54,19.27
184,40,71853.09999999999,4.5708903,33.26,36.1,39.01,36.5,29.92,19.54,19.26
185,40,71853.09999999999,4.6698862,33.12,35.98,38.02,36.5,30.04,19.57,19.28
186,40,71853.09999999999,4.5618552,33.36,35.59,37.62,36.54,29.95,19.55,19.26
187,40,71853.09999999999,4.5656169,33.49,35.51,37.2,36.5,30.04,19.57,19.28
188,40,72295.59999999999,4.6010356,33.49,35.53,36.51,36.54,29.93,19.55,19.27
189,40,72295.59999999999,4.7544966,33.46,35.8,36.53,36.53,29.98,19.57,19.27
190,40,72295.59999999999,4.6919907,33.32,35.59,36.55,36.54,29.93,19.55,19.27
191,40,72295.59999999999,4.7352553,33.19,35.23,35.96,36.52,29.99,19.57,19.28
192,40,72295.6,4.5224398,33.05,35.56,35.43,36.46,29.94,19.57,19.28
193,40,72295.59999999999,6.7146027,32.96,35.25,35.25,36.47,30.0,19.58,19.29
194,40,72295.6,4.4104652,32.7,34.95,35.19,36.46,30.0,19.59,19.29
195,40,72295.59999999999,4.3924756,32.8,34.75,35.4,36.5,30.02,19.58,19.28
196,40,72295.59999999999,4.555492,32.49,34.94,35.05,36.52,30.0,19.59,19.29
197,40,72295.6,4.5759738,32.78,34.66,35.34,36.45,30.02,19.59,19.29
198,40,72295.6,4.6979483,32.8,34.91,35.17,36.53,30.05,19.6,19.32
199,40,72295.6,4.5881604,32.97,34.86,35.02,36.48,30.08,19.61,19.31
200,40,72295.59999999999,4.6001372,32.94,35.09,34.77,36.52,30.07,19.62,19.33
201,40,72295.6,4.4696999,32.88,35.41,34.75,36.44,30.06,19.61,19.31
202,40,72295.59999999999,4.579531,33.28,35.19,34.83,36.39,30.09,19.62,19.32
203,40,72295.59999999999,4.4509828,33.09,35.09,34.83,36.38,30.09,19.62,19.32
204,40,72295.59999999999,4.6356428,33.06,35.32,34.63,36.38,30.05,19.61,19.3
205,40,72295.6,4.6400064,32.83,35.58,34.74,36.37,30.07,19.62,19.32
206,40,72295.59999999999,4.3677605,32.83,35.95,34.58,36.43,30.1,19.63,19.35
207,40,72295.59999999999,4.5860945,33.04,35.56,34.78,36.36,30.0,19.62,19.34
208,40,72295.6,4.5057973,33.03,35.57,34.78,36.34,30.05,19.63,19.34
209,40,72295.59999999999,4.6227059,33.4,35.18,34.76,36.34,30.07,19.62,19.32
210,40,72295.59999999999,4.6793728,33.06,35.59,34.53,36.35,30.11,19.62,19.32
211,40,72295.6,4.5725169,33.06,35.96,34.36,36.4,30.11,19.64,19.36
212,40,72295.59999999999,4.6344975,33.08,35.94,34.18,36.34,30.03,19.62,19.34
213,40,72295.59999999999,4.7216191,33.21,35.95,34.15,36.37,30.05,19.63,19.34
214,40,72295.59999999999,6.9637795,33.51,35.54,34.43,36.42,30.1,19.63,19.34
215,40,72295.59999999999,4.4648254,33.41,35.85,34.62,36.43,30.07,19.63,19.34
216,40,72295.59999999999,4.6703344,33.17,35.52,34.49,36.41,30.04,19.63,19.35
217,40,72295.59999999999,4.5337473,32.85,35.89,34.31,36.43,30.08,19.63,19.34
218,40,72295.6,4.6155505,32.85,36.33,34.14,36.52,30.09,19.65,19.37
219,40,72295.6,4.5085716,32.83,36.8,33.97,36.38,30.11,19.64,19.35
220,40,72295.59999999999,6.6637923,33.16,36.3,34.14,36.39,30.08,19.64,19.34
221,40,72295.59999999999,4.4933879,32.95,35.99,33.85,36.35,30.06,19.63,19.34
222,40,72295.59999999999,4.6941761,32.93,36.44,33.71,36.41,30.09,19.64,19.37
223,40,72295.59999999999,4.6643146,32.69,36.89,33.6,36.36,30.11,19.64,19.35
224,40,72295.59999999999,4.6915725,32.82,36.37,33.63,36.31,30.08,19.63,19.35
225,40,72295.59999999999,4.50658,32.79,36.36,33.57,36.36,30.09,19.63,19.34
226,40,72295.6,6.8085962,32.76,35.97,33.41,36.36,30.1,19.64,19.35
227,40,72295.59999999999,4.4937214,33.03,35.86,33.64,36.28,30.11,19.64,19.35
228,40,72295.6,4.4882746,33.13,36.01,33.6,36.35,30.04,19.62,19.34
229,40,72295.6,6.7067326,33.42,35.89,33.88,36.32,30.08,19.62,19.32
230,40,72295.6,4.499585,33.44,35.94,33.78,36.38,30.08,19.63,19.36
231,40,72295.59999999999,4.6747978,33.26,35.98,33.75,36.32,29.96,19.6,19.33
232,40,72295.59999999999,4.6714267,32.99,36.03,33.63,36.32,30.07,19.62,19.34
233,40,72295.6,4.6280322,32.69,36.5,33.53,36.29,29.99,19.61,19.33
234,40,72295.59999999999,4.6543052,32.72,36.19,33.4,36.31,30.08,19.63,19.34
235,40,72295.6,4.5639742,32.53,36.5,33.44,36.29,30.02,19.61,19.33
236,40,72295.59999999999,4.6325722,32.53,36.03,33.39,36.29,30.12,19.63,19.36
237,40,72295.59999999999,4.5276857,32.63,35.95,33.38,36.34,30.01,19.62,19.34
238,40,72295.59999999999,4.5740302,32.63,35.95,33.47,36.3,30.08,19.62,19.34
239,40,72295.59999999999,4.4174719,32.67,35.54,33.55,36.37,30.08,19.63,19.35
240,40,72295.6,4.5878339,32.72,35.89,33.47,36.43,30.11,19.63,19.34
241,40,72295.59999999998,6.5578352,32.95,35.61,33.54,36.37,30.05,19.63,19.34
242,40,72295.6,4.4450402,33.02,35.88,33.64,36.32,30.09,19.63,19.33
243,40,72295.59999999999,4.6396377,33.05,35.93,33.58,36.41,30.1,19.64,19.37
244,40,72295.59999999999,4.5486655,33.23,35.96,33.65,36.37,29.97,19.61,19.33
245,40,72295.59999999999,4.6589097,33.42,35.9,33.73,36.27,30.05,19.63,19.35
246,40,72295.59999999999,4.4937319,33.1,36.35,33.66,36.35,29.96,19.6,19.33
247,40,72295.59999999998,6.7535501,33.22,36.36,33.86,36.39,30.07,19.63,19.34
248,40,72295.6,4.4957885,33.02,36.42,33.66,36.41,30.08,19.63,19.33
249,40,72295.59999999999,4.6712262,33.01,36.46,33.53,36.35,30.08,19.63,19.33
250,40,72295.59999999999,4.5249445,32.84,36.82,33.4,36.31,30.1,19.63,19.33
251,40,72295.59999999999,4.4177665,33.07,36.35,33.56,36.3,30.08,19.63,19.35
252,40,72295.59999999999,4.5106032,32.82,36.82,33.34,36.32,30.1,19.62,19.33
253,40,72295.59999999999,6.7396063,33.03,36.82,33.55,36.34,30.11,19.63,19.33
254,40,72295.59999999999,4.5544586,32.74,37.43,33.49,36.3,30.08,19.63,19.34
255,40,72295.6,4.7009021,33.03,36.77,33.69,36.38,30.1,19.63,19.34
256,40,72295.59999999999,4.5359468,33.16,37.21,33.89,36.41,30.08,19.63,19.34
257,40,72295.59999999999,4.6430176,33.21,36.74,34.12,36.35,30.07,19.62,19.32
258,40,72295.59999999999,4.5202548,33.22,36.74,33.93,36.4,30.11,19.63,19.32
259,40,72295.59999999999,6.6002265,33.2,37.25,33.8,36.45,30.12,19.64,19.36
260,40,72295.6,4.4846178,33.35,37.7,34.01,36.33,30.03,19.62,19.34
261,40,72295.59999999999,4.4344772,33.37,37.18,34.18,36.26,30.08,19.62,19.34
262,40,72295.6,6.6557546,33.14,36.8,34.09,36.3,30.09,19.63,19.35
263,40,72295.59999999999,4.495837,33.07,36.31,33.98,36.26,30.09,19.63,19.35
264,40,72295.6,4.6307906,33.18,35.78,34.2,36.3,30.07,19.62,19.34
265,40,72295.6,4.5896898,33.26,36.3,34.11,36.32,30.06,19.62,19.33
266,40,72295.6,4.7341155,33.43,36.7,34.24,36.29,30.09,19.63,19.35
267,40,72295.6,4.5086327,33.4,36.81,34.07,36.28,30.07,19.62,19.34
268,40,72295.59999999999,6.6852498,33.47,36.73,33.9,36.28,30.09,19.62,19.33
269,40,72295.59999999999,4.4919512,33.48,36.74,33.95,36.24,30.1,19.63,19.34
270,40,72295.59999999999,4.6888382,33.53,36.3,33.98,36.22,30.08,19.63,19.34
271,40,72295.59999999999,4.6719603,33.48,36.78,33.93,36.27,30.08,19.63,19.34
272,40,72295.59999999999,4.4653636,33.53,36.3,33.95,36.31,30.09,19.64,19.35
273,40,72295.6,4.628939,33.66,35.9,33.99,36.39,30.08,19.63,19.34
274,40,72295.59999999999,4.5706362,33.7,35.57,33.99,36.36,30.1,19.63,19.33
275,40,72295.59999999999,4.6668828,33.64,35.85,34.13,36.32,30.07,19.63,19.33
276,40,72295.6,4.4577685,33.72,35.57,34.03,36.34,30.07,19.62,19.32
277,40,72295.59999999999,6.6495176,33.68,35.94,33.89,36.4,30.1,19.63,19.35
278,40,72295.59999999999,4.4515847,33.61,36.03,33.87,36.32,30.01,19.6,19.32
279,40,72295.59999999999,4.4466978,33.65,35.87,33.96,36.3,30.07,19.62,19.33
280,40,72295.59999999999,6.772979,33.65,35.93,33.78,36.28,30.07,19.62,19.32
281,40,72295.59999999999,4.5602126,33.64,35.89,33.79,36.31,30.07,19.62,19.33
282,40,72295.6,4.6836918,33.65,35.91,33.84,36.33,30.1,19.63,19.33
283,40,72295.59999999999,4.5548014,33.66,35.84,34.03,36.36,30.1,19.63,19.33
284,40,72295.6,4.3916394,33.65,35.87,34.02,36.33,30.08,19.62,19.33
285,40,72295.59999999999,4.6201649,33.71,35.59,33.93,36.29,30.08,19.62,19.34
286,40,72295.59999999999,4.2401763,33.6,36.01,34.12,36.34,30.08,19.62,19.34
287,40,72295.6,4.4513153,33.66,35.86,34.28,36.32,30.08,19.63,19.33
288,40,72295.6,4.6614546,33.74,35.67,34.16,36.31,30.04,19.61,19.32
289,40,72295.59999999999,4.5795606,33.73,35.66,34.16,36.3,30.08,19.62,19.31
290,40,72295.59999999999,4.6215555,33.7,36.02,34.04,36.37,30.09,19.63,19.35
291,40,72295.59999999999,4.4654902,33.35,36.44,33.91,36.32,30.06,19.62,19.33
292,40,72295.59999999999,6.7654703,33.51,36.88,33.89,36.3,30.05,19.62,19.33
293,40,72295.6,4.4548236,33.53,36.42,33.98,36.28,30.04,19.62,19.33
294,40,72295.6,4.679431,33.5,36.87,33.87,36.28,30.1,19.62,19.33
295,40,72295.59999999999,4.5280784,33.44,37.27,33.98,36.3,30.08,19.63,19.34
296,40,72295.59999999999,4.6579925,33.47,37.68,33.87,36.27,30.07,19.62,19.32
297,40,72295.6,4.4534224,33.46,37.71,33.69,36.25,30.07,19.62,19.31
298,40,72295.59999999999,6.5985927,33.46,37.32,33.84,36.28,30.05,19.61,19.32
299,40,72295.59999999999,4.3971451,33.42,37.87,33.71,36.37,30.08,19.62,19.34
300,40,72295.59999999999,4.5825016,33.44,38.23,33.75,36.32,30.08,19.62,19.34
301,40,72295.6,6.7814654,33.4,38.78,33.86,36.29,30.04,19.61,19.32
302,40,72295.59999999999,4.5000356,33.32,39.4,33.66,36.4,30.08,19.61,19.31
303,40,72295.59999999999,4.6540927,33.33,38.73,33.7,36.45,30.08,19.62,19.3
304,40,72295.59999999999,4.6040797,33.29,39.37,33.59,36.5,30.09,19.63,19.34
305,40,72295.59999999999,4.6135635,33.31,38.7,33.64,36.49,30.08,19.63,19.32
306,40,72295.6,4.6594579,33.25,39.32,33.48,36.47,30.07,19.62,19.31
