X [m],Y [m],NUM,MODO,Index_x,Index_y
9546.648044692738,12000.813559322034,1,3,239,298
9546.648044692738,12443.796610169491,2,3,239,309
10105.86592178771,10671.864406779661,3,3,253,265
10105.86592178771,11114.847457627118,4,3,253,276
10105.86592178771,11557.830508474577,5,3,253,287
10105.86592178771,12000.813559322034,6,5,253,298
10105.86592178771,12443.796610169491,7,5,253,309
10105.86592178771,12886.77966101695,8,5,253,320
10105.86592178771,13329.762711864407,9,5,253,331
10105.86592178771,13772.745762711864,10,5,253,342
10105.86592178771,14215.728813559323,11,3,253,353
10665.083798882682,10228.881355932202,12,3,267,254
10665.083798882682,10671.864406779661,13,3,267,265
10665.083798882682,11114.847457627118,14,5,267,276
10665.083798882682,11557.830508474577,15,5,267,287
10665.083798882682,12000.813559322034,16,5,267,298
10665.083798882682,12443.796610169491,17,5,267,309
10665.083798882682,12886.77966101695,18,5,267,320
10665.083798882682,13329.762711864407,19,5,267,331
10665.083798882682,13772.745762711864,20,5,267,342
10665.083798882682,14215.728813559323,21,5,267,353
10665.083798882682,14658.71186440678,22,5,267,364
10665.083798882682,15101.694915254237,23,3,267,375
11224.301675977653,10228.881355932202,24,3,281,254
11224.301675977653,10671.864406779661,25,5,281,265
11224.301675977653,11114.847457627118,26,5,281,276
11224.301675977653,11557.830508474577,27,5,281,287
11224.301675977653,12000.813559322034,28,5,281,298
11224.301675977653,12443.796610169491,29,6,281,309
11224.301675977653,12886.77966101695,30,6,281,320
11224.301675977653,13329.762711864407,31,6,281,331
11224.301675977653,13772.745762711864,32,5,281,342
11224.301675977653,14215.728813559323,33,5,281,353
11224.301675977653,14658.71186440678,34,5,281,364
11224.301675977653,15101.694915254237,35,5,281,375
11783.519553072625,10228.881355932202,36,3,295,254
11783.519553072625,10671.864406779661,37,5,295,265
11783.519553072625,11114.847457627118,38,5,295,276
11783.519553072625,11557.830508474577,39,5,295,287
11783.519553072625,12000.813559322034,40,6,295,298
11783.519553072625,12443.796610169491,41,8,295,309
11783.519553072625,12886.77966101695,42,8,295,320
11783.519553072625,13329.762711864407,43,5,295,331
11783.519553072625,13772.745762711864,44,5,295,342
11783.519553072625,14215.728813559323,45,5,295,353
11783.519553072625,14658.71186440678,46,5,295,364
11783.519553072625,15101.694915254237,47,5,295,375
12342.737430167597,9785.898305084746,48,4,309,243
12342.737430167597,10228.881355932202,49,5,309,254
12342.737430167597,10671.864406779661,50,5,309,265
12342.737430167597,11114.847457627118,51,5,309,276
12342.737430167597,11557.830508474577,52,6,309,287
12342.737430167597,12000.813559322034,53,8,309,298
12342.737430167597,12443.796610169491,54,9,309,309
12342.737430167597,12886.77966101695,55,9,309,320
12342.737430167597,13329.762711864407,56,8,309,331
12901.95530726257,9785.898305084746,57,3,323,243
12901.95530726257,10228.881355932202,58,6,323,254
12901.95530726257,10671.864406779661,59,5,323,265
12901.95530726257,11114.847457627118,60,5,323,276
12901.95530726257,11557.830508474577,61,6,323,287
12901.95530726257,12000.813559322034,62,8,323,298
12901.95530726257,12443.796610169491,63,9,323,309
12901.95530726257,12886.77966101695,64,9,323,320
12901.95530726257,13329.762711864407,65,8,323,331
13461.173184357542,9785.898305084746,66,3,337,243
13461.173184357542,10228.881355932202,67,3,337,254
13461.173184357542,10671.864406779661,68,5,337,265
13461.173184357542,11114.847457627118,69,5,337,276
13461.173184357542,11557.830508474577,70,5,337,287
13461.173184357542,12000.813559322034,71,6,337,298
13461.173184357542,12443.796610169491,72,8,337,309
13461.173184357542,12886.77966101695,73,8,337,320
13461.173184357542,13329.762711864407,74,8,337,331
14020.391061452514,8899.93220338983,75,0,351,221
14020.391061452514,9342.915254237289,76,0,351,232
14020.391061452514,9785.898305084746,77,3,351,243
14020.391061452514,10228.881355932202,78,3,351,254
14020.391061452514,10671.864406779661,79,5,351,265
14020.391061452514,11114.847457627118,80,5,351,276
14020.391061452514,11557.830508474577,81,5,351,287
14020.391061452514,12000.813559322034,82,5,351,298
14020.391061452514,12443.796610169491,83,5,351,309
14020.391061452514,12886.77966101695,84,5,351,320
14020.391061452514,13329.762711864407,85,5,351,331
14579.608938547486,9342.915254237289,86,0,365,232
