X [m],Y [m],NUM,MODO,Index_x,Index_y
9546.648044692738,12000.813559322034,1,7,239,298
9546.648044692738,12443.796610169491,2,7,239,309
10105.86592178771,10671.864406779661,3,7,253,265
10105.86592178771,11114.847457627118,4,7,253,276
10105.86592178771,11557.830508474577,5,7,253,287
10105.86592178771,12000.813559322034,6,7,253,298
10105.86592178771,12443.796610169491,7,7,253,309
10105.86592178771,12886.77966101695,8,7,253,320
10105.86592178771,13329.762711864407,9,7,253,331
10105.86592178771,13772.745762711864,10,6,253,342
10105.86592178771,14215.728813559323,11,7,253,353
10665.083798882682,10228.881355932202,12,7,267,254
10665.083798882682,10671.864406779661,13,7,267,265
10665.083798882682,11114.847457627118,14,7,267,276
10665.083798882682,11557.830508474577,15,7,267,287
10665.083798882682,12000.813559322034,16,7,267,298
10665.083798882682,12443.796610169491,17,7,267,309
10665.083798882682,12886.77966101695,18,7,267,320
10665.083798882682,13329.762711864407,19,7,267,331
10665.083798882682,13772.745762711864,20,7,267,342
10665.083798882682,14215.728813559323,21,7,267,353
10665.083798882682,14658.71186440678,22,7,267,364
10665.083798882682,15101.694915254237,23,7,267,375
11224.301675977653,10228.881355932202,24,7,281,254
11224.301675977653,10671.864406779661,25,7,281,265
11224.301675977653,11114.847457627118,26,7,281,276
11224.301675977653,11557.830508474577,27,7,281,287
11224.301675977653,12000.813559322034,28,7,281,298
11224.301675977653,12443.796610169491,29,7,281,309
11224.301675977653,12886.77966101695,30,7,281,320
11224.301675977653,13329.762711864407,31,7,281,331
11224.301675977653,13772.745762711864,32,7,281,342
11224.301675977653,14215.728813559323,33,7,281,353
11224.301675977653,14658.71186440678,34,7,281,364
11224.301675977653,15101.694915254237,35,7,281,375
11783.519553072625,10228.881355932202,36,7,295,254
11783.519553072625,10671.864406779661,37,7,295,265
11783.519553072625,11114.847457627118,38,7,295,276
11783.519553072625,11557.830508474577,39,7,295,287
11783.519553072625,12000.813559322034,40,7,295,298
11783.519553072625,12443.796610169491,41,7,295,309
11783.519553072625,12886.77966101695,42,7,295,320
11783.519553072625,13329.762711864407,43,6,295,331
11783.519553072625,13772.745762711864,44,5,295,342
11783.519553072625,14215.728813559323,45,7,295,353
11783.519553072625,14658.71186440678,46,7,295,364
11783.519553072625,15101.694915254237,47,7,295,375
12342.737430167597,9785.898305084746,48,8,309,243
12342.737430167597,10228.881355932202,49,8,309,254
12342.737430167597,10671.864406779661,50,8,309,265
12342.737430167597,11114.847457627118,51,8,309,276
12342.737430167597,11557.830508474577,52,8,309,287
12342.737430167597,12000.813559322034,53,7,309,298
12342.737430167597,12443.796610169491,54,7,309,309
12342.737430167597,12886.77966101695,55,7,309,320
12342.737430167597,13329.762711864407,56,7,309,331
12901.95530726257,9785.898305084746,57,10,323,243
12901.95530726257,10228.881355932202,58,13,323,254
12901.95530726257,10671.864406779661,59,10,323,265
12901.95530726257,11114.847457627118,60,10,323,276
12901.95530726257,11557.830508474577,61,10,323,287
12901.95530726257,12000.813559322034,62,8,323,298
12901.95530726257,12443.796610169491,63,8,323,309
12901.95530726257,12886.77966101695,64,8,323,320
12901.95530726257,13329.762711864407,65,7,323,331
13461.173184357542,9785.898305084746,66,11,337,243
13461.173184357542,10228.881355932202,67,12,337,254
13461.173184357542,10671.864406779661,68,12,337,265
13461.173184357542,11114.847457627118,69,11,337,276
13461.173184357542,11557.830508474577,70,10,337,287
13461.173184357542,12000.813559322034,71,10,337,298
13461.173184357542,12443.796610169491,72,8,337,309
13461.173184357542,12886.77966101695,73,10,337,320
13461.173184357542,13329.762711864407,74,13,337,331
14020.391061452514,8899.93220338983,75,8,351,221
14020.391061452514,9342.915254237289,76,10,351,232
14020.391061452514,9785.898305084746,77,12,351,243
14020.391061452514,10228.881355932202,78,15,351,254
14020.391061452514,10671.864406779661,79,15,351,265
14020.391061452514,11114.847457627118,80,15,351,276
14020.391061452514,11557.830508474577,81,12,351,287
14020.391061452514,12000.813559322034,82,10,351,298
14020.391061452514,12443.796610169491,83,10,351,309
14020.391061452514,12886.77966101695,84,10,351,320
14020.391061452514,13329.762711864407,85,12,351,331
14579.608938547486,9342.915254237289,86,11,365,232
