Air Density [kg/m3]	1.225
3	92
3.5	201
4	338
4.5	488
5	731
5.5	1019
6	1353
6.5	1744
7	2185
7.5	2678
8	3220
8.5	3794
9	4387
9.5	4996
10	5562
10.5	6025
11	6341
11.5	6497
12	6546
12.5	6576
13	6576
13.5	6576
14	6576
14.5	6576
15	6576
15.5	6576
16	6576
16.5	6576
17	6576
17.5	6576
18	6576
18.5	6571
19	6528
19.5	6418
20	6166
20.5	5794
21	5417
21.5	5026
22	4601
22.5	4179
23	3827
23.5	3557
24	3309
